tick,scfa,lps,permeability,cellEpit
141,39,114,326.34592796970384,100
142,39,106,326.34592796970384,100
143,39,98,326.34592796970384,100
144,39,90,326.34592796970384,100
145,39,82,326.34592796970384,100
146,39,74,326.34592796970384,100
147,38,66,326.34592796970384,100
148,38,58,326.34592796970384,100
149,38,50,326.34592796970384,100
150,38,42,326.34592796970384,100
151,38,34,326.34592796970384,100
152,38,26,326.34592796970384,100
153,38,18,326.34592796970384,100
154,38,10,326.34592796970384,100
155,38,2,326.34592796970384,100
156,38,0,326.34592796970384,100
157,38,0,326.34592796970384,100
158,38,0,326.34592796970384,100
159,38,0,326.34592796970384,100
160,38,0,326.34592796970384,100
161,38,0,326.34592796970384,100
162,38,0,326.34592796970384,100
163,38,0,326.34592796970384,100
164,38,0,326.34592796970384,100
165,38,0,326.34592796970384,100
166,38,0,326.34592796970384,100
167,38,0,326.34592796970384,100
168,38,0,326.34592796970384,100
169,38,0,326.34592796970384,100
170,38,0,326.34592796970384,100
171,38,0,326.34592796970384,100
172,38,0,326.34592796970384,100
173,38,0,326.34592796970384,100
174,38,0,326.34592796970384,100
175,38,0,326.34592796970384,100
176,38,0,326.34592796970384,100
177,38,0,326.34592796970384,100
178,38,0,326.34592796970384,100
179,38,0,326.34592796970384,100
180,38,0,326.34592796970384,100
181,38,0,326.34592796970384,100
182,38,0,326.34592796970384,100
183,38,0,326.34592796970384,100
184,38,0,326.34592796970384,100
185,38,0,326.34592796970384,100
186,38,0,326.34592796970384,100
187,38,0,326.34592796970384,100
188,38,0,326.34592796970384,100
189,38,0,326.34592796970384,100
190,38,0,326.34592796970384,100
191,38,0,326.34592796970384,100
192,38,0,326.34592796970384,100
193,38,0,326.34592796970384,100
194,38,0,326.34592796970384,100
195,38,0,326.34592796970384,100
196,38,0,326.34592796970384,100
197,38,0,326.34592796970384,100
198,38,0,326.34592796970384,100
199,38,0,326.34592796970384,100
200,38,0,326.34592796970384,100
201,38,0,326.34592796970384,100
202,38,0,326.34592796970384,100
203,38,0,326.34592796970384,100
204,38,0,326.34592796970384,100
205,38,0,326.34592796970384,100
206,38,0,326.34592796970384,100
207,38,0,326.34592796970384,100
208,38,0,326.34592796970384,100
209,38,0,326.34592796970384,100
210,38,0,326.34592796970384,100
211,38,0,326.34592796970384,100
212,38,0,326.34592796970384,100
213,38,0,326.34592796970384,100
214,38,0,326.34592796970384,100
215,38,0,326.34592796970384,100
216,38,0,326.34592796970384,100
217,38,0,326.34592796970384,100
218,38,0,326.34592796970384,100
219,38,0,326.34592796970384,100
220,38,0,326.34592796970384,100
221,38,0,326.34592796970384,100
222,38,0,326.34592796970384,100
223,38,0,326.34592796970384,100
224,38,0,326.34592796970384,100
225,38,0,326.34592796970384,100
226,38,0,326.34592796970384,100
227,38,0,326.34592796970384,100
228,38,0,326.34592796970384,100
229,38,0,326.34592796970384,100
230,38,0,326.34592796970384,100
231,38,0,326.34592796970384,100
232,38,0,326.34592796970384,100
233,38,0,326.34592796970384,100
234,38,0,326.34592796970384,100
235,38,0,326.34592796970384,100
236,38,0,326.34592796970384,100
237,38,0,326.34592796970384,100
238,38,0,326.34592796970384,100
239,38,0,326.34592796970384,100
240,38,0,326.34592796970384,100
241,38,0,326.34592796970384,100
242,38,0,326.34592796970384,100
243,38,0,326.34592796970384,100
244,38,0,326.34592796970384,100
245,38,0,326.34592796970384,100
246,38,0,326.34592796970384,100
247,38,0,326.34592796970384,100
248,38,0,326.34592796970384,100
249,38,0,326.34592796970384,100
250,38,0,326.34592796970384,100
251,38,0,326.34592796970384,100
252,38,0,326.34592796970384,100
253,38,0,326.34592796970384,100
254,38,0,326.34592796970384,100
255,38,0,326.34592796970384,100
256,38,0,326.34592796970384,100
257,38,0,326.34592796970384,100
258,38,0,326.34592796970384,100
259,38,0,326.34592796970384,100
260,38,0,326.34592796970384,100
261,38,0,326.34592796970384,100
262,38,0,326.34592796970384,100
263,38,0,326.34592796970384,100
264,38,0,326.34592796970384,100
265,38,0,326.34592796970384,100
266,38,0,326.34592796970384,100
267,38,0,326.34592796970384,100
268,38,0,326.34592796970384,100
269,38,0,326.34592796970384,100
270,38,0,326.34592796970384,100
271,38,0,326.34592796970384,100
272,38,0,326.34592796970384,100
273,38,0,326.34592796970384,100
274,38,0,326.34592796970384,100
275,38,0,326.34592796970384,100
276,38,0,326.34592796970384,100
277,38,0,326.34592796970384,100
278,38,0,326.34592796970384,100
279,38,0,326.34592796970384,100
280,38,0,326.34592796970384,100
281,38,0,326.34592796970384,100
282,38,0,326.34592796970384,100
283,38,0,326.34592796970384,100
284,38,0,326.34592796970384,100
285,38,0,326.34592796970384,100
286,38,0,326.34592796970384,100
287,38,0,326.34592796970384,100
288,38,0,326.34592796970384,100
289,38,0,326.34592796970384,100
290,38,0,326.34592796970384,100
291,38,0,326.34592796970384,100
292,38,0,326.34592796970384,100
293,38,0,326.34592796970384,100
294,38,0,326.34592796970384,100
295,38,0,326.34592796970384,100
296,38,0,326.34592796970384,100
297,38,0,326.34592796970384,100
298,38,0,326.34592796970384,100
299,38,0,326.34592796970384,100
300,38,0,326.34592796970384,100
301,38,0,326.34592796970384,100
302,38,0,326.34592796970384,100
303,38,0,326.34592796970384,100
304,38,0,326.34592796970384,100
305,38,0,326.34592796970384,100
306,38,0,326.34592796970384,100
307,38,0,326.34592796970384,100
308,38,0,326.34592796970384,100
309,38,0,326.34592796970384,100
310,38,0,326.34592796970384,100
311,38,0,326.34592796970384,100
312,38,0,326.34592796970384,100
313,38,0,326.34592796970384,100
314,38,0,326.34592796970384,100
315,38,0,326.34592796970384,100
316,38,0,326.34592796970384,100
317,38,0,326.34592796970384,100
318,38,0,326.34592796970384,100
319,38,0,326.34592796970384,100
320,38,0,326.34592796970384,100
321,38,0,326.34592796970384,100
322,38,0,326.34592796970384,100
323,38,0,326.34592796970384,100
324,38,0,326.34592796970384,100
325,38,0,326.34592796970384,100
326,38,0,326.34592796970384,100
327,38,0,326.34592796970384,100
328,38,0,326.34592796970384,100
329,38,0,326.34592796970384,100
330,38,0,326.34592796970384,100
331,38,0,326.34592796970384,100
332,38,0,326.34592796970384,100
333,38,0,326.34592796970384,100
334,38,0,326.34592796970384,100
335,38,0,326.34592796970384,100
336,38,0,326.34592796970384,100
337,38,0,326.34592796970384,100
338,38,0,326.34592796970384,100
339,38,0,326.34592796970384,100
340,38,0,326.34592796970384,100
341,38,0,326.34592796970384,100
342,38,0,326.34592796970384,100
343,38,0,326.34592796970384,100
344,38,0,326.34592796970384,100
345,38,0,326.34592796970384,100
346,38,0,326.34592796970384,100
347,38,0,326.34592796970384,100
348,38,0,326.34592796970384,100
349,38,0,326.34592796970384,100
350,38,0,326.34592796970384,100
351,38,0,326.34592796970384,100
352,38,0,326.34592796970384,100
353,38,0,326.34592796970384,100
354,38,0,326.34592796970384,100
355,38,0,326.34592796970384,100
356,38,0,326.34592796970384,100
357,38,0,326.34592796970384,100
358,38,0,326.34592796970384,100
359,38,0,326.34592796970384,100
360,38,0,326.34592796970384,100
361,38,0,326.34592796970384,100
362,38,0,326.34592796970384,100
363,38,0,326.34592796970384,100
364,38,0,326.34592796970384,100
365,38,0,326.34592796970384,100
366,38,0,326.34592796970384,100
367,38,0,326.34592796970384,100
368,38,0,326.34592796970384,100
369,38,0,326.34592796970384,100
370,38,0,326.34592796970384,100
371,38,0,326.34592796970384,100
372,38,0,326.34592796970384,100
373,38,0,326.34592796970384,100
374,38,0,326.34592796970384,100
375,38,0,326.34592796970384,100
376,38,0,326.34592796970384,100
377,38,0,326.34592796970384,100
378,38,0,326.34592796970384,100
379,38,0,326.34592796970384,100
380,38,0,326.34592796970384,100
381,38,0,326.34592796970384,100
382,38,0,326.34592796970384,100
383,38,0,326.34592796970384,100
384,38,0,326.34592796970384,100
385,38,0,326.34592796970384,100
386,38,0,326.34592796970384,100
387,38,0,326.34592796970384,100
388,38,0,326.34592796970384,100
389,38,0,326.34592796970384,100
390,38,0,326.34592796970384,100
391,38,0,326.34592796970384,100
392,38,0,326.34592796970384,100
393,38,0,326.34592796970384,100
394,38,0,326.34592796970384,100
395,38,0,326.34592796970384,100
396,38,0,326.34592796970384,100
397,38,0,326.34592796970384,100
398,38,0,326.34592796970384,100
399,38,0,326.34592796970384,100
400,38,0,326.34592796970384,100
401,38,0,326.34592796970384,100
402,38,0,326.34592796970384,100
403,38,0,326.34592796970384,100
404,38,0,326.34592796970384,100
405,38,0,326.34592796970384,100
406,38,0,326.34592796970384,100
407,38,0,326.34592796970384,100
408,38,0,326.34592796970384,100
409,38,0,326.34592796970384,100
410,38,0,326.34592796970384,100
411,38,0,326.34592796970384,100
412,38,0,326.34592796970384,100
413,38,0,326.34592796970384,100
414,38,0,326.34592796970384,100
415,38,0,326.34592796970384,100
416,38,0,326.34592796970384,100
417,38,0,326.34592796970384,100
418,38,0,326.34592796970384,100
419,38,0,326.34592796970384,100
420,38,0,326.34592796970384,100
421,38,0,326.34592796970384,100
422,38,0,326.34592796970384,100
423,38,0,326.34592796970384,100
424,38,0,326.34592796970384,100
425,38,0,326.34592796970384,100
426,38,0,326.34592796970384,100
427,38,0,326.34592796970384,100
428,38,0,326.34592796970384,100
429,38,0,326.34592796970384,100
430,38,0,326.34592796970384,100
431,38,0,326.34592796970384,100
432,38,0,326.34592796970384,100
433,38,0,326.34592796970384,100
434,38,0,326.34592796970384,100
435,38,0,326.34592796970384,100
436,38,0,326.34592796970384,100
437,38,0,326.34592796970384,100
438,38,0,326.34592796970384,100
439,38,0,326.34592796970384,100
440,38,0,326.34592796970384,100
441,38,0,326.34592796970384,100
442,38,0,326.34592796970384,100
443,38,0,326.34592796970384,100
444,38,0,326.34592796970384,100
445,38,0,326.34592796970384,100
446,38,0,326.34592796970384,100
447,38,0,326.34592796970384,100
448,38,0,326.34592796970384,100
449,38,0,326.34592796970384,100
450,38,0,326.34592796970384,100
451,38,0,326.34592796970384,100
452,38,0,326.34592796970384,100
453,38,0,326.34592796970384,100
454,38,0,326.34592796970384,100
455,38,0,326.34592796970384,100
456,38,0,326.34592796970384,100
457,38,0,326.34592796970384,100
458,38,0,326.34592796970384,100
459,38,0,326.34592796970384,100
460,38,0,326.34592796970384,100
461,38,0,326.34592796970384,100
462,38,0,326.34592796970384,100
463,38,0,326.34592796970384,100
464,38,0,326.34592796970384,100
465,38,0,326.34592796970384,100
466,38,0,326.34592796970384,100
467,38,0,326.34592796970384,100
468,38,0,326.34592796970384,100
469,38,0,326.34592796970384,100
470,38,0,326.34592796970384,100
471,38,0,326.34592796970384,100
472,38,0,326.34592796970384,100
473,38,0,326.34592796970384,100
474,38,0,326.34592796970384,100
475,38,0,326.34592796970384,100
476,38,0,326.34592796970384,100
477,38,0,326.34592796970384,100
478,38,0,326.34592796970384,100
479,38,0,326.34592796970384,100
480,38,0,326.34592796970384,100
481,38,0,326.34592796970384,100
482,38,0,326.34592796970384,100
483,38,0,326.34592796970384,100
484,38,0,326.34592796970384,100
485,38,0,326.34592796970384,100
486,38,0,326.34592796970384,100
487,38,0,326.34592796970384,100
488,38,0,326.34592796970384,100
489,38,0,326.34592796970384,100
490,38,0,326.34592796970384,100
491,38,0,326.34592796970384,100
492,38,0,326.34592796970384,100
493,38,0,326.34592796970384,100
494,38,0,326.34592796970384,100
495,38,0,326.34592796970384,100
496,38,0,326.34592796970384,100
497,38,0,326.34592796970384,100
498,38,0,326.34592796970384,100
499,38,0,326.34592796970384,100
500,38,0,326.34592796970384,100
501,38,0,326.34592796970384,100
502,38,0,326.34592796970384,100
503,38,0,326.34592796970384,100
504,38,0,326.34592796970384,100
505,38,0,326.34592796970384,100
506,38,0,326.34592796970384,100
507,38,0,326.34592796970384,100
508,38,0,326.34592796970384,100
509,38,0,326.34592796970384,100
510,38,0,326.34592796970384,100
511,38,0,326.34592796970384,100
512,38,0,326.34592796970384,100
513,38,0,326.34592796970384,100
514,38,0,326.34592796970384,100
515,38,0,326.34592796970384,100
516,38,0,326.34592796970384,100
517,38,0,326.34592796970384,100
518,38,0,326.34592796970384,100
519,38,0,326.34592796970384,100
520,38,0,326.34592796970384,100
521,38,0,326.34592796970384,100
522,38,0,326.34592796970384,100
523,38,0,326.34592796970384,100
524,38,0,326.34592796970384,100
525,38,0,326.34592796970384,100
526,38,0,326.34592796970384,100
527,38,0,326.34592796970384,100
528,38,0,326.34592796970384,100
529,38,0,326.34592796970384,100
530,38,0,326.34592796970384,100
531,38,0,326.34592796970384,100
532,38,0,326.34592796970384,100
533,38,0,326.34592796970384,100
534,38,0,326.34592796970384,100
535,38,0,326.34592796970384,100
536,38,0,326.34592796970384,100
537,38,0,326.34592796970384,100
538,38,0,326.34592796970384,100
539,38,0,326.34592796970384,100
540,38,0,326.34592796970384,100
541,38,0,326.34592796970384,100
542,38,0,326.34592796970384,100
543,38,0,326.34592796970384,100
544,38,0,326.34592796970384,100
545,38,0,326.34592796970384,100
546,38,0,326.34592796970384,100
547,38,0,326.34592796970384,100
548,38,0,326.34592796970384,100
549,38,0,326.34592796970384,100
550,38,0,326.34592796970384,100
551,38,0,326.34592796970384,100
552,38,0,326.34592796970384,100
553,38,0,326.34592796970384,100
554,38,0,326.34592796970384,100
555,38,0,326.34592796970384,100
556,38,0,326.34592796970384,100
557,38,0,326.34592796970384,100
558,38,0,326.34592796970384,100
559,38,0,326.34592796970384,100
560,38,0,326.34592796970384,100
561,38,0,326.34592796970384,100
562,38,0,326.34592796970384,100
563,38,0,326.34592796970384,100
564,38,0,326.34592796970384,100
565,38,0,326.34592796970384,100
566,38,0,326.34592796970384,100
567,38,0,326.34592796970384,100
568,38,0,326.34592796970384,100
569,38,0,326.34592796970384,100
570,38,0,326.34592796970384,100
571,38,0,326.34592796970384,100
572,38,0,326.34592796970384,100
573,38,0,326.34592796970384,100
574,38,0,326.34592796970384,100
575,38,0,326.34592796970384,100
576,38,0,326.34592796970384,100
577,38,0,326.34592796970384,100
578,38,0,326.34592796970384,100
579,38,0,326.34592796970384,100
580,38,0,326.34592796970384,100
581,38,0,326.34592796970384,100
582,38,0,326.34592796970384,100
583,38,0,326.34592796970384,100
584,38,0,326.34592796970384,100
585,38,0,326.34592796970384,100
586,38,0,326.34592796970384,100
587,38,0,326.34592796970384,100
588,38,0,326.34592796970384,100
589,38,0,326.34592796970384,100
590,38,0,326.34592796970384,100
591,38,0,326.34592796970384,100
592,38,0,326.34592796970384,100
593,38,0,326.34592796970384,100
594,38,0,326.34592796970384,100
595,38,0,326.34592796970384,100
596,38,0,326.34592796970384,100
597,38,0,326.34592796970384,100
598,38,0,326.34592796970384,100
599,38,0,326.34592796970384,100
600,38,0,326.34592796970384,100
601,38,0,326.34592796970384,100
602,38,0,326.34592796970384,100
603,38,0,326.34592796970384,100
604,38,0,326.34592796970384,100
605,38,0,326.34592796970384,100
606,38,0,326.34592796970384,100
607,38,0,326.34592796970384,100
608,38,0,326.34592796970384,100
609,38,0,326.34592796970384,100
610,38,0,326.34592796970384,100
611,38,0,326.34592796970384,100
612,38,0,326.34592796970384,100
613,38,0,326.34592796970384,100
614,38,0,326.34592796970384,100
615,38,0,326.34592796970384,100
616,38,0,326.34592796970384,100
617,38,0,326.34592796970384,100
618,38,0,326.34592796970384,100
619,38,0,326.34592796970384,100
620,38,0,326.34592796970384,100
621,38,0,326.34592796970384,100
622,38,0,326.34592796970384,100
623,38,0,326.34592796970384,100
624,38,0,326.34592796970384,100
625,38,0,326.34592796970384,100
626,38,0,326.34592796970384,100
627,38,0,326.34592796970384,100
628,38,0,326.34592796970384,100
629,38,0,326.34592796970384,100
630,38,0,326.34592796970384,100
631,38,0,326.34592796970384,100
632,38,0,326.34592796970384,100
633,38,0,326.34592796970384,100
634,38,0,326.34592796970384,100
635,38,0,326.34592796970384,100
636,38,0,326.34592796970384,100
637,38,0,326.34592796970384,100
638,38,0,326.34592796970384,100
639,38,0,326.34592796970384,100
640,38,0,326.34592796970384,100
641,38,0,326.34592796970384,100
642,38,0,326.34592796970384,100
643,38,0,326.34592796970384,100
644,38,0,326.34592796970384,100
645,38,0,326.34592796970384,100
646,38,0,326.34592796970384,100
647,38,0,326.34592796970384,100
648,38,0,326.34592796970384,100
649,38,0,326.34592796970384,100
650,38,0,326.34592796970384,100
651,38,0,326.34592796970384,100
652,38,0,326.34592796970384,100
653,38,0,326.34592796970384,100
654,38,0,326.34592796970384,100
655,38,0,326.34592796970384,100
656,38,0,326.34592796970384,100
657,38,0,326.34592796970384,100
658,38,0,326.34592796970384,100
659,38,0,326.34592796970384,100
660,38,0,326.34592796970384,100
661,38,0,326.34592796970384,100
662,38,0,326.34592796970384,100
663,38,0,326.34592796970384,100
664,38,0,326.34592796970384,100
665,38,0,326.34592796970384,100
666,38,0,326.34592796970384,100
667,38,0,326.34592796970384,100
668,38,0,326.34592796970384,100
669,38,0,326.34592796970384,100
670,38,0,326.34592796970384,100
671,38,0,326.34592796970384,100
672,38,0,326.34592796970384,100
673,38,0,326.34592796970384,100
674,38,0,326.34592796970384,100
675,38,0,326.34592796970384,100
676,38,0,326.34592796970384,100
677,38,0,326.34592796970384,100
678,38,0,326.34592796970384,100
679,38,0,326.34592796970384,100
680,38,0,326.34592796970384,100
681,38,0,326.34592796970384,100
682,38,0,326.34592796970384,100
683,38,0,326.34592796970384,100
684,38,0,326.34592796970384,100
685,38,0,326.34592796970384,100
686,38,0,326.34592796970384,100
687,38,0,326.34592796970384,100
688,38,0,326.34592796970384,100
689,38,0,326.34592796970384,100
690,38,0,326.34592796970384,100
691,38,0,326.34592796970384,100
692,38,0,326.34592796970384,100
693,38,0,326.34592796970384,100
694,38,0,326.34592796970384,100
695,38,0,326.34592796970384,100
696,38,0,326.34592796970384,100
697,38,0,326.34592796970384,100
698,38,0,326.34592796970384,100
699,38,0,326.34592796970384,100
700,38,0,326.34592796970384,100
701,38,0,326.34592796970384,100
702,38,0,326.34592796970384,100
703,38,0,326.34592796970384,100
704,38,0,326.34592796970384,100
705,38,0,326.34592796970384,100
706,38,0,326.34592796970384,100
707,38,0,326.34592796970384,100
708,38,0,326.34592796970384,100
709,38,0,326.34592796970384,100
710,38,0,326.34592796970384,100
711,38,0,326.34592796970384,100
712,38,0,326.34592796970384,100
713,38,0,326.34592796970384,100
714,38,0,326.34592796970384,100
715,38,0,326.34592796970384,100
716,38,0,326.34592796970384,100
717,38,0,326.34592796970384,100
718,38,0,326.34592796970384,100
719,38,0,326.34592796970384,100
720,38,0,326.34592796970384,100
721,38,0,326.34592796970384,100
722,38,0,326.34592796970384,100
723,38,0,326.34592796970384,100
724,38,0,326.34592796970384,100
725,38,0,326.34592796970384,100
726,38,0,326.34592796970384,100
727,38,0,326.34592796970384,100
728,38,0,326.34592796970384,100
729,38,0,326.34592796970384,100
730,38,0,326.34592796970384,100
731,38,0,326.34592796970384,100
732,38,0,326.34592796970384,100
733,38,0,326.34592796970384,100
734,38,0,326.34592796970384,100
735,38,0,326.34592796970384,100
736,38,0,326.34592796970384,100
737,38,0,326.34592796970384,100
738,38,0,326.34592796970384,100
739,38,0,326.34592796970384,100
740,38,0,326.34592796970384,100
741,38,0,326.34592796970384,100
742,38,0,326.34592796970384,100
743,38,0,326.34592796970384,100
744,38,0,326.34592796970384,100
745,38,0,326.34592796970384,100
746,38,0,326.34592796970384,100
747,38,0,326.34592796970384,100
748,38,0,326.34592796970384,100
749,38,0,326.34592796970384,100
750,38,0,326.34592796970384,100
751,38,0,326.34592796970384,100
752,38,0,326.34592796970384,100
753,38,0,326.34592796970384,100
754,38,0,326.34592796970384,100
755,38,0,326.34592796970384,100
756,38,0,326.34592796970384,100
757,38,0,326.34592796970384,100
758,38,0,326.34592796970384,100
759,38,0,326.34592796970384,100
760,38,0,326.34592796970384,100
761,38,0,326.34592796970384,100
762,38,0,326.34592796970384,100
763,38,0,326.34592796970384,100
764,38,0,326.34592796970384,100
765,38,0,326.34592796970384,100
766,38,0,326.34592796970384,100
767,38,0,326.34592796970384,100
768,38,0,326.34592796970384,100
769,38,0,326.34592796970384,100
770,38,0,326.34592796970384,100
771,38,0,326.34592796970384,100
772,38,0,326.34592796970384,100
773,38,0,326.34592796970384,100
774,38,0,326.34592796970384,100
775,38,0,326.34592796970384,100
776,38,0,326.34592796970384,100
777,38,0,326.34592796970384,100
778,38,0,326.34592796970384,100
779,38,0,326.34592796970384,100
780,38,0,326.34592796970384,100
781,38,0,326.34592796970384,100
782,38,0,326.34592796970384,100
783,38,0,326.34592796970384,100
784,38,0,326.34592796970384,100
785,38,0,326.34592796970384,100
786,38,0,326.34592796970384,100
787,38,0,326.34592796970384,100
788,38,0,326.34592796970384,100
789,38,0,326.34592796970384,100
790,38,0,326.34592796970384,100
791,38,0,326.34592796970384,100
792,38,0,326.34592796970384,100
793,38,0,326.34592796970384,100
794,38,0,326.34592796970384,100
795,38,0,326.34592796970384,100
796,38,0,326.34592796970384,100
797,38,0,326.34592796970384,100
798,38,0,326.34592796970384,100
799,38,0,326.34592796970384,100
800,38,0,326.34592796970384,100
801,38,0,326.34592796970384,100
802,38,0,326.34592796970384,100
803,38,0,326.34592796970384,100
804,38,0,326.34592796970384,100
805,38,0,326.34592796970384,100
806,38,0,326.34592796970384,100
807,38,0,326.34592796970384,100
808,38,0,326.34592796970384,100
809,38,0,326.34592796970384,100
810,38,0,326.34592796970384,100
811,38,0,326.34592796970384,100
812,38,0,326.34592796970384,100
813,38,0,326.34592796970384,100
814,38,0,326.34592796970384,100
815,38,0,326.34592796970384,100
816,38,0,326.34592796970384,100
817,38,0,326.34592796970384,100
818,38,0,326.34592796970384,100
819,38,0,326.34592796970384,100
820,38,0,326.34592796970384,100
821,38,0,326.34592796970384,100
822,38,0,326.34592796970384,100
823,38,0,326.34592796970384,100
824,38,0,326.34592796970384,100
825,38,0,326.34592796970384,100
826,38,0,326.34592796970384,100
827,38,0,326.34592796970384,100
828,38,0,326.34592796970384,100
829,38,0,326.34592796970384,100
830,38,0,326.34592796970384,100
831,38,0,326.34592796970384,100
832,38,0,326.34592796970384,100
833,38,0,326.34592796970384,100
834,38,0,326.34592796970384,100
835,38,0,326.34592796970384,100
836,38,0,326.34592796970384,100
837,38,0,326.34592796970384,100
838,38,0,326.34592796970384,100
839,38,0,326.34592796970384,100
840,38,0,326.34592796970384,100
841,38,0,326.34592796970384,100
842,38,0,326.34592796970384,100
843,38,0,326.34592796970384,100
844,38,0,326.34592796970384,100
845,38,0,326.34592796970384,100
846,38,0,326.34592796970384,100
847,38,0,326.34592796970384,100
848,38,0,326.34592796970384,100
849,38,0,326.34592796970384,100
850,38,0,326.34592796970384,100
851,38,0,326.34592796970384,100
852,38,0,326.34592796970384,100
853,38,0,326.34592796970384,100
854,38,0,326.34592796970384,100
855,38,0,326.34592796970384,100
856,38,0,326.34592796970384,100
857,38,0,326.34592796970384,100
858,38,0,326.34592796970384,100
859,38,0,326.34592796970384,100
860,38,0,326.34592796970384,100
861,38,0,326.34592796970384,100
862,38,0,326.34592796970384,100
863,38,0,326.34592796970384,100
864,38,0,326.34592796970384,100
865,38,0,326.34592796970384,100
866,38,0,326.34592796970384,100
867,38,0,326.34592796970384,100
868,38,0,326.34592796970384,100
869,38,0,326.34592796970384,100
870,38,0,326.34592796970384,100
871,38,0,326.34592796970384,100
872,38,0,326.34592796970384,100
873,38,0,326.34592796970384,100
874,38,0,326.34592796970384,100
875,38,0,326.34592796970384,100
876,38,0,326.34592796970384,100
877,38,0,326.34592796970384,100
878,38,0,326.34592796970384,100
879,38,0,326.34592796970384,100
880,38,0,326.34592796970384,100
