tick,nadh,alfasinucleina,ros,artificialAgent,electron,oxygen
114,500,0,0,100,0,400
115,500,0,0,100,0,400
116,500,0,0,100,0,400
117,500,0,0,100,0,400
118,500,0,0,100,0,400
119,500,0,0,100,0,400
120,500,0,0,100,0,400
121,500,0,0,100,0,400
122,500,0,0,100,0,400
123,500,0,0,100,0,400
124,500,0,0,100,0,400
125,500,0,0,100,0,400
126,500,0,0,100,0,400
127,500,0,0,100,0,400
128,500,0,0,100,0,400
129,500,0,0,100,0,400
130,500,0,0,100,0,400
131,500,0,0,100,0,400
132,500,0,0,100,0,400
133,500,0,0,100,0,400
134,500,0,0,100,0,400
135,500,0,0,100,0,400
136,500,0,0,100,0,400
137,500,0,0,100,0,400
138,500,0,0,100,0,400
139,500,0,0,100,0,400
140,500,0,0,100,0,400
141,500,0,0,100,0,400
142,500,0,0,100,0,400
143,500,0,0,100,0,400
144,500,0,0,100,0,400
145,500,0,0,100,0,400
146,500,0,0,100,0,400
147,500,0,0,100,0,400
148,500,0,0,100,0,400
149,500,0,0,100,0,400
150,500,0,0,100,0,400
151,500,0,0,100,0,400
152,500,0,0,100,0,400
153,500,0,0,100,0,400
154,500,0,0,100,0,400
155,500,0,0,100,0,400
156,500,0,0,100,0,400
157,500,0,0,100,0,400
158,500,0,0,100,0,400
159,500,0,0,100,0,400
160,500,0,0,100,0,400
161,500,0,0,100,0,400
162,500,0,0,100,0,400
163,500,0,0,100,0,400
164,500,0,0,100,0,400
165,500,0,0,100,0,400
166,500,0,0,100,0,400
167,500,0,0,100,0,400
168,500,0,0,100,0,400
169,500,0,0,100,0,400
170,500,0,0,100,0,400
171,500,0,0,100,0,400
172,500,0,0,100,0,400
173,500,0,0,100,0,400
174,500,0,0,100,0,400
175,500,0,0,100,0,400
176,500,0,0,100,0,400
177,500,0,0,100,0,400
178,500,0,0,100,0,400
179,500,0,0,100,0,400
180,500,0,0,100,0,400
181,500,0,0,100,0,400
182,500,0,0,100,0,400
183,500,0,0,100,0,400
184,500,0,0,100,0,400
185,500,0,0,100,0,400
186,500,0,0,100,0,400
187,500,0,0,100,0,400
188,500,0,0,100,0,400
189,500,0,0,100,0,400
190,500,0,0,100,0,400
191,500,0,0,100,0,400
192,500,0,0,100,0,400
193,500,0,0,100,0,400
194,500,0,0,100,0,400
195,500,0,0,100,0,400
196,500,0,0,100,0,400
197,500,0,0,100,0,400
198,500,0,0,100,0,400
199,500,0,0,100,0,400
200,500,0,0,100,0,400
201,500,0,0,100,0,400
202,500,0,0,100,0,400
203,500,0,0,100,0,400
204,500,0,0,100,0,400
205,500,0,0,100,0,400
206,500,0,0,100,0,400
207,500,0,0,100,0,400
208,500,0,0,100,0,400
209,500,0,0,100,0,400
210,500,0,0,100,0,400
211,500,0,0,100,0,400
212,500,0,0,100,0,400
213,500,0,0,100,0,400
214,500,0,0,100,0,400
215,500,0,0,100,0,400
216,500,0,0,100,0,400
217,500,0,0,100,0,400
218,500,0,0,100,0,400
219,500,0,0,100,0,400
220,500,0,0,100,0,400
221,500,0,0,100,0,400
222,500,0,0,100,0,400
223,500,0,0,100,0,400
224,500,0,0,100,0,400
225,500,0,0,100,0,400
226,500,0,0,100,0,400
227,500,0,0,100,0,400
228,500,0,0,100,0,400
229,500,0,0,100,0,400
230,500,0,0,100,0,400
231,500,0,0,100,0,400
232,500,0,0,100,0,400
233,500,0,0,100,0,400
234,500,0,0,100,0,400
235,500,0,0,100,0,400
236,500,0,0,100,0,400
237,500,0,0,100,0,400
238,500,6,0,100,0,400
239,500,6,0,100,0,400
240,500,6,0,100,0,400
241,500,6,0,100,0,400
242,500,11,0,100,0,400
243,500,13,0,100,0,400
244,500,14,0,100,1,400
245,500,14,0,100,2,400
246,500,22,0,100,2,400
247,500,22,0,100,2,400
248,500,22,0,100,2,400
249,500,25,0,100,2,400
250,500,25,0,100,2,400
251,500,33,0,100,2,400
252,500,34,0,100,2,400
253,500,38,0,100,2,400
254,500,38,0,100,2,400
255,500,38,0,100,2,400
256,500,46,0,100,2,400
257,500,46,0,100,2,400
258,500,46,0,100,2,400
259,500,46,0,100,2,400
260,500,46,0,100,3,400
261,500,46,0,100,3,400
262,500,51,0,100,4,400
263,500,51,0,100,5,400
264,500,51,0,100,5,400
265,500,51,0,100,5,400
266,500,51,0,100,5,400
267,500,51,0,100,5,400
268,500,60,0,100,6,400
269,500,60,0,100,6,400
270,500,60,0,100,6,400
271,500,64,0,100,7,400
272,500,64,0,100,7,400
273,500,70,0,100,8,400
274,500,70,0,100,9,400
275,500,70,0,100,10,400
276,500,76,0,100,11,400
277,500,85,0,100,11,400
278,500,85,0,100,12,400
279,500,85,0,100,12,400
280,500,85,0,100,12,400
281,500,85,0,100,12,400
282,500,93,0,100,13,400
283,500,93,0,100,13,400
284,500,93,0,100,15,400
285,500,93,0,100,15,400
286,500,99,0,100,15,400
287,500,106,0,100,15,400
288,500,106,0,100,16,400
289,500,106,0,100,17,400
290,500,114,0,100,17,400
291,500,114,0,100,17,400
292,500,114,0,100,17,400
293,500,114,0,100,18,400
294,500,123,0,100,18,400
295,500,123,0,100,18,400
296,500,123,0,100,18,400
297,500,123,0,100,18,400
298,500,128,0,100,18,400
299,500,128,0,100,19,400
300,500,133,0,100,19,400
301,500,133,0,100,19,400
302,500,135,0,100,20,400
303,500,138,0,100,20,400
304,500,144,0,100,20,400
305,500,144,0,100,22,400
306,500,153,0,100,23,400
307,500,153,0,100,24,400
308,500,153,0,100,25,400
309,500,162,0,100,26,400
310,500,162,0,100,27,400
311,500,169,0,100,27,400
312,500,169,0,100,28,400
313,500,169,0,100,28,400
314,500,169,1,100,27,399
315,500,169,1,100,27,399
316,500,169,2,100,26,398
317,500,172,2,100,26,398
318,500,178,2,100,26,398
319,500,178,2,100,25,398
320,500,178,2,100,26,398
321,500,182,2,100,28,398
322,500,187,2,100,30,398
323,500,187,2,100,31,398
324,500,189,2,100,34,398
325,500,189,2,100,35,398
326,500,198,2,100,36,398
327,500,198,2,100,37,398
328,500,198,2,100,37,398
329,500,198,2,100,38,398
330,500,208,2,100,39,398
331,500,208,2,100,40,398
332,500,215,2,100,42,398
333,500,215,2,100,42,398
334,500,215,2,100,42,398
335,500,215,2,100,42,398
336,500,225,2,100,42,398
337,500,225,2,100,42,398
338,500,225,2,100,42,398
339,500,230,2,100,42,398
340,500,230,2,100,44,398
341,500,230,2,100,44,398
342,500,239,2,100,45,398
343,500,239,2,100,45,398
344,500,239,2,100,45,398
345,500,239,2,100,46,398
346,500,239,2,100,47,398
347,500,239,2,100,48,398
348,500,247,2,100,48,398
349,500,247,2,100,50,398
350,500,247,2,100,52,398
351,500,247,3,100,53,397
352,500,247,4,100,53,396
353,500,247,4,100,54,396
354,500,247,4,100,54,396
355,500,247,4,100,54,396
356,500,247,4,100,56,396
357,500,257,4,100,57,396
358,500,257,4,100,58,396
359,500,257,4,100,59,396
360,500,257,4,100,59,396
361,500,257,4,100,59,396
362,500,257,4,100,59,396
363,500,257,4,100,60,396
364,500,266,4,100,60,396
365,500,266,6,100,59,394
366,500,266,6,100,59,394
367,500,266,6,100,59,394
368,500,266,6,100,59,394
369,500,266,6,100,59,394
370,500,266,6,100,61,394
371,500,276,6,100,64,394
372,500,276,6,100,66,394
373,500,276,6,100,69,394
374,500,286,6,100,69,394
375,500,286,6,100,70,394
376,500,286,6,100,72,394
377,500,286,6,100,76,394
378,500,293,6,100,77,394
379,500,293,6,100,79,394
380,500,293,6,100,80,394
381,500,297,6,100,82,394
382,500,299,6,100,83,394
383,500,305,6,100,84,394
384,500,310,6,100,84,394
385,500,310,6,100,85,394
386,500,310,6,100,85,394
387,500,318,6,100,87,394
388,500,318,6,100,90,394
389,500,318,6,100,93,394
390,500,325,6,100,94,394
391,500,325,6,100,94,394
392,500,325,6,100,94,394
393,500,334,6,100,95,394
394,500,334,6,100,96,394
395,500,337,6,100,97,394
396,500,345,6,100,97,394
397,500,345,6,100,98,394
398,500,345,6,100,100,394
399,500,352,6,100,100,394
400,500,352,6,100,101,394
401,500,352,6,100,102,394
402,500,358,6,100,102,394
403,500,358,6,100,103,394
404,500,358,6,100,104,394
405,500,358,6,100,105,394
406,500,367,6,100,105,394
407,500,367,6,100,105,394
408,500,367,6,100,105,394
409,500,373,6,100,105,394
410,500,373,6,100,106,394
411,500,379,6,100,106,394
412,500,379,6,100,108,394
413,500,379,7,100,109,393
414,500,379,7,100,112,393
415,500,380,7,100,113,393
416,500,380,7,100,114,393
417,500,390,7,100,116,393
418,500,390,7,100,119,393
419,500,390,8,100,123,392
420,500,390,8,100,126,392
421,500,390,8,100,129,392
422,500,397,8,100,131,392
423,500,397,8,100,131,392
424,500,397,8,100,132,392
425,500,397,8,100,135,392
426,500,397,8,100,141,392
427,500,398,8,100,145,392
428,500,408,8,100,145,392
429,500,408,8,100,146,392
430,500,408,8,100,146,392
431,500,408,8,100,146,392
432,500,408,8,100,148,392
433,500,416,10,100,146,390
434,500,416,10,100,148,390
435,500,416,10,100,150,390
436,500,416,10,100,152,390
437,500,416,10,100,153,390
438,500,418,12,100,152,388
439,500,428,12,100,154,388
440,500,428,12,100,154,388
441,500,428,12,100,155,388
442,500,428,12,100,156,388
443,500,434,13,100,155,387
444,500,434,13,100,157,387
445,500,434,13,100,159,387
446,500,434,13,100,161,387
447,500,441,14,100,162,386
448,500,441,15,100,162,385
449,500,441,15,100,163,385
450,500,441,15,100,164,385
451,500,448,15,100,168,385
452,500,448,15,100,170,385
453,500,448,15,100,172,385
454,500,448,15,100,175,385
455,500,448,15,100,177,385
456,500,455,16,100,179,384
457,500,455,17,100,179,383
458,500,455,18,100,180,382
459,500,465,18,100,181,382
460,500,465,18,100,183,382
461,500,465,18,100,184,382
462,500,465,18,100,186,382
463,500,470,18,100,187,382
464,500,470,18,100,189,382
465,500,470,19,100,189,381
466,500,478,19,100,189,381
467,500,478,19,100,190,381
468,500,478,20,100,190,380
469,500,478,20,100,193,380
470,500,482,22,100,195,378
471,500,482,22,100,196,378
472,500,487,22,100,197,378
473,500,487,22,100,201,378
474,500,487,23,100,207,377
475,500,490,23,100,210,377
476,500,490,23,100,212,377
477,500,495,23,100,216,377
478,500,495,23,100,218,377
479,500,499,23,100,220,377
480,500,508,23,100,220,377
481,500,508,23,100,222,377
482,500,508,23,100,225,377
483,500,512,24,100,226,376
484,500,513,24,100,228,376
485,500,513,24,100,230,376
486,500,522,24,100,231,376
487,500,522,25,100,231,375
488,500,532,25,100,232,375
489,500,532,25,100,232,375
490,500,532,25,100,234,375
491,500,532,25,100,238,375
492,500,541,25,100,241,375
493,500,541,27,100,239,373
494,500,541,28,100,240,372
495,500,544,28,100,243,372
496,500,544,28,100,246,372
497,500,552,28,100,249,372
498,500,552,28,100,250,372
499,500,559,28,100,251,372
500,500,567,28,100,252,372
501,500,567,28,100,253,372
502,500,567,28,100,254,372
503,500,567,28,100,256,372
504,500,571,28,100,257,372
505,500,575,29,100,257,371
506,500,575,29,100,258,371
507,500,578,29,100,260,371
508,500,581,29,100,265,371
509,500,588,29,100,266,371
510,500,596,29,100,269,371
511,500,596,29,100,271,371
512,500,604,29,100,272,371
513,500,604,29,100,273,371
514,500,604,29,100,275,371
515,500,604,30,100,275,370
516,500,604,30,100,278,370
517,500,609,30,100,279,370
518,500,617,30,100,285,370
519,500,617,30,100,286,370
520,500,617,30,100,289,370
521,500,617,30,100,294,370
522,500,624,30,100,296,370
523,500,624,31,100,295,369
524,500,627,31,100,299,369
525,500,627,31,100,302,369
526,500,627,32,100,304,368
527,500,629,32,100,306,368
528,500,629,32,100,307,368
529,500,636,32,100,308,368
530,500,641,32,100,311,368
531,500,642,33,100,314,367
532,500,646,33,100,319,367
533,500,655,33,100,322,367
534,500,655,33,100,325,367
535,500,655,33,100,330,367
536,500,655,34,100,331,366
537,500,655,35,100,334,365
538,500,655,36,100,335,364
539,500,655,39,100,334,361
540,500,662,39,100,336,361
541,500,662,39,100,338,361
542,500,662,39,100,340,361
543,500,662,39,100,342,361
544,500,662,39,100,344,361
545,500,662,39,100,346,361
546,500,662,39,100,348,361
547,500,668,39,100,350,361
548,500,668,39,100,353,361
549,500,668,39,100,356,361
550,500,673,40,100,357,360
551,500,681,41,100,359,359
552,500,681,41,100,362,359
553,500,681,41,100,362,359
554,500,691,41,100,361,359
555,500,691,41,100,365,359
556,500,691,42,100,367,358
557,500,691,42,100,371,358
558,500,691,43,100,372,357
559,500,691,43,100,373,357
560,500,698,44,100,374,356
561,500,698,44,100,375,356
562,500,698,44,100,379,356
563,500,700,45,100,382,355
564,500,706,46,100,384,354
565,500,713,46,100,391,354
566,500,713,47,100,395,353
567,500,713,47,100,396,353
568,500,713,48,100,403,352
569,500,720,48,100,406,352
570,500,720,48,100,410,352
571,500,725,48,100,411,352
572,500,725,48,100,413,352
573,500,725,48,100,414,352
574,500,730,48,100,418,352
575,500,730,48,100,422,352
576,500,730,49,100,424,351
577,500,730,49,100,427,351
578,500,735,50,100,428,350
579,500,735,50,100,429,350
580,500,735,52,100,431,348
581,500,735,52,100,433,348
582,500,744,52,100,438,348
583,500,744,52,100,439,348
584,500,744,52,100,442,348
585,500,744,52,100,443,348
586,500,744,52,100,445,348
587,500,744,52,100,446,348
588,500,754,52,100,451,348
589,500,754,52,100,455,348
590,500,754,52,100,459,348
591,500,754,54,100,464,346
592,500,754,54,100,470,346
593,500,754,54,100,474,346
594,500,762,54,100,477,346
595,500,762,55,100,478,345
596,500,762,57,100,480,343
597,500,762,57,100,483,343
598,500,762,58,100,485,342
599,500,771,58,100,488,342
600,500,771,59,100,495,341
601,500,771,59,100,495,341
602,500,778,59,100,498,341
603,500,778,59,100,500,341
604,500,778,59,100,502,341
605,500,784,59,100,508,341
606,500,784,59,100,513,341
607,500,791,59,100,513,341
608,500,791,59,100,515,341
609,500,791,59,100,516,341
610,500,791,59,100,519,341
611,500,791,59,100,523,341
612,500,791,59,100,528,341
613,500,797,59,100,530,341
614,500,797,59,100,530,341
615,500,797,60,100,531,340
616,500,801,60,100,533,340
617,500,804,60,100,538,340
618,500,809,60,100,540,340
619,500,809,60,100,542,340
620,500,809,60,100,544,340
621,500,814,61,100,544,339
622,500,814,61,100,546,339
623,500,824,61,100,552,339
624,500,824,61,100,553,339
625,500,824,62,100,557,338
626,500,824,62,100,561,338
627,500,824,62,100,565,338
628,500,828,62,100,571,338
629,500,838,63,100,574,337
630,500,838,63,100,578,337
631,500,838,63,100,580,337
632,500,838,63,100,582,337
633,500,846,63,100,585,337
634,500,846,64,100,584,336
635,500,847,64,100,589,336
636,500,855,65,100,594,335
637,500,855,65,100,594,335
638,500,861,66,100,592,334
639,500,861,66,100,595,334
640,500,861,66,100,595,334
641,500,861,67,100,601,333
642,500,861,68,100,601,332
643,500,866,71,100,600,329
644,500,866,71,100,601,329
645,500,866,72,100,604,328
646,500,871,72,100,610,328
647,500,871,72,100,612,328
648,500,871,72,100,614,328
649,500,872,72,100,612,328
650,500,882,72,100,617,328
651,500,882,72,100,618,328
652,500,882,73,100,620,327
653,500,887,74,100,622,326
654,500,887,74,100,627,326
655,500,890,74,100,633,326
656,500,896,74,100,638,326
657,500,896,74,100,641,326
658,500,896,75,100,644,325
659,500,896,75,100,648,325
660,500,904,75,100,649,325
661,500,904,75,100,654,325
662,500,904,75,100,656,325
663,500,904,76,100,660,324
664,500,904,76,100,662,324
665,500,904,77,100,662,323
666,500,904,77,100,664,323
667,500,912,77,100,668,323
668,500,912,78,100,673,322
669,500,912,78,100,676,322
670,500,912,78,100,681,322
671,500,912,79,100,685,321
672,500,914,79,100,688,321
673,500,915,79,100,691,321
674,500,915,79,100,693,321
675,500,915,79,100,695,321
676,500,915,79,100,696,321
677,500,919,80,100,700,320
678,500,929,81,100,701,319
679,500,929,81,100,704,319
680,500,929,81,100,706,319
681,500,929,82,100,710,318
682,500,929,83,100,715,317
683,500,932,85,100,718,315
684,500,942,86,100,717,314
685,500,942,86,100,726,314
686,500,942,86,100,730,314
687,500,942,87,100,733,313
688,500,942,87,100,737,313
689,500,943,87,100,739,313
690,500,952,88,100,745,312
691,500,952,88,100,746,312
692,500,952,88,100,751,312
693,500,961,88,100,752,312
694,500,961,89,100,755,311
695,500,963,89,100,756,311
696,500,973,89,100,761,311
697,500,973,89,100,767,311
698,500,973,90,100,770,310
699,500,976,90,100,773,310
700,500,980,90,100,776,310
701,500,980,90,100,779,310
702,500,981,90,100,782,310
703,500,988,90,100,786,310
704,500,988,90,100,788,310
705,500,988,91,100,788,309
706,500,988,91,100,789,309
707,500,988,91,100,790,309
708,500,995,92,100,790,308
709,500,995,93,100,792,307
710,500,995,95,100,794,305
711,500,995,96,100,796,304
712,500,999,96,100,805,304
713,500,1009,96,100,810,304
714,500,1009,96,100,817,304
715,500,1012,97,100,819,303
716,500,1012,98,100,819,302
717,500,1016,98,100,824,302
718,500,1016,99,100,826,301
719,500,1016,101,100,826,299
720,500,1019,101,100,828,299
721,500,1020,101,100,830,299
722,500,1023,101,100,832,299
723,500,1025,101,100,837,299
724,500,1035,101,100,840,299
725,500,1042,101,100,842,299
726,500,1042,101,100,848,299
727,500,1042,101,100,853,299
728,500,1042,102,100,857,298
729,500,1050,102,100,862,298
730,500,1050,102,100,864,298
731,500,1050,102,100,872,298
732,500,1050,103,100,874,297
733,500,1058,104,100,880,296
734,500,1058,104,100,884,296
735,500,1059,104,100,886,296
736,500,1065,105,100,887,295
737,500,1065,105,100,890,295
738,500,1065,105,100,892,295
739,500,1065,105,100,900,295
740,500,1065,105,100,903,295
741,500,1065,106,100,904,294
742,500,1070,108,100,904,292
743,500,1070,108,100,907,292
744,500,1079,109,100,913,291
745,500,1079,110,100,917,290
746,500,1079,110,100,920,290
747,500,1079,110,100,922,290
748,500,1081,110,100,925,290
749,500,1089,110,100,930,290
750,500,1089,110,100,932,290
751,500,1089,111,100,940,289
752,500,1089,111,100,944,289
753,500,1089,111,100,951,289
754,500,1089,111,100,955,289
755,500,1089,111,100,960,289
756,500,1089,112,100,960,288
757,500,1089,112,100,963,288
758,500,1092,113,100,965,287
759,500,1096,113,100,968,287
760,500,1098,114,100,973,286
761,500,1106,114,100,979,286
762,500,1109,114,100,980,286
763,500,1110,114,100,979,286
764,500,1112,114,100,980,286
765,500,1119,114,100,985,286
766,500,1119,114,100,989,286
767,500,1122,115,100,993,285
768,500,1131,115,100,997,285
769,500,1131,115,100,1004,285
770,500,1131,118,100,1007,282
771,500,1131,118,100,1011,282
772,500,1131,118,100,1017,282
773,500,1131,118,100,1022,282
774,500,1132,118,100,1025,282
775,500,1137,118,100,1027,282
776,500,1141,119,100,1030,281
777,500,1146,121,100,1030,279
778,500,1149,121,100,1032,279
779,500,1149,121,100,1037,279
780,500,1149,122,100,1039,278
781,500,1156,123,100,1039,277
782,500,1156,123,100,1043,277
783,500,1156,126,100,1042,274
784,500,1161,127,100,1048,273
785,500,1161,129,100,1053,271
786,500,1161,129,100,1055,271
787,500,1161,131,100,1055,269
788,500,1167,133,100,1054,267
789,500,1167,134,100,1062,266
790,500,1167,134,100,1064,266
791,500,1170,135,100,1070,265
792,500,1179,135,100,1083,265
793,500,1179,137,100,1091,263
794,500,1187,138,100,1092,262
795,500,1187,138,100,1098,262
796,500,1187,138,100,1100,262
797,500,1187,138,100,1106,262
798,500,1187,139,100,1115,261
799,500,1188,141,100,1119,259
800,500,1198,142,100,1126,258
801,500,1198,142,100,1128,258
802,500,1198,143,100,1131,257
803,500,1198,143,100,1136,257
804,500,1198,143,100,1141,257
805,500,1198,143,100,1143,257
806,500,1198,145,100,1146,255
807,500,1198,145,100,1155,255
808,500,1198,145,100,1158,255
809,500,1207,147,100,1161,253
810,500,1207,147,100,1166,253
811,500,1207,150,100,1169,250
812,500,1207,152,100,1176,248
813,500,1207,152,100,1182,248
814,500,1207,152,100,1187,248
815,500,1214,154,100,1189,246
816,500,1214,156,100,1193,244
817,500,1214,157,100,1201,243
818,500,1214,158,100,1209,242
819,500,1218,158,100,1214,242
820,500,1227,158,100,1217,242
821,500,1227,158,100,1221,242
822,500,1227,159,100,1224,241
823,500,1234,159,100,1229,241
824,500,1234,162,100,1232,238
825,500,1234,162,100,1234,238
826,500,1235,163,100,1237,237
827,500,1236,163,100,1242,237
828,500,1236,163,100,1243,237
829,500,1236,164,100,1243,236
830,500,1242,164,100,1245,236
831,500,1242,164,100,1250,236
832,500,1242,165,100,1254,235
833,500,1251,166,100,1254,234
834,500,1251,166,100,1256,234
835,500,1251,168,100,1257,232
836,500,1251,170,100,1259,230
837,500,1251,171,100,1263,229
838,500,1251,171,100,1268,229
839,500,1251,172,100,1273,228
840,500,1251,172,100,1280,228
841,500,1251,172,100,1288,228
842,500,1259,172,100,1296,228
843,500,1259,172,100,1301,228
844,500,1259,172,100,1305,228
845,500,1259,173,100,1308,227
846,500,1260,173,100,1308,227
847,500,1266,174,100,1308,226
848,500,1266,175,100,1309,225
849,500,1266,177,100,1309,223
850,500,1267,177,100,1312,223
851,500,1267,179,100,1315,221
852,500,1276,179,100,1324,221
853,500,1277,180,100,1326,220
854,500,1287,180,100,1331,220
855,500,1292,182,100,1331,218
856,500,1302,183,100,1336,217
857,500,1302,184,100,1341,216
858,500,1302,184,100,1345,216
859,500,1308,186,100,1354,214
860,500,1308,186,100,1359,214
861,500,1315,188,100,1361,212
862,500,1315,188,100,1366,212
863,500,1315,189,100,1369,211
864,500,1320,190,100,1373,210
865,500,1327,190,100,1378,210
866,500,1327,190,100,1381,210
867,500,1337,191,100,1382,209
868,500,1337,191,100,1385,209
869,500,1337,192,100,1388,208
870,500,1337,192,100,1395,208
871,500,1344,193,100,1398,207
872,500,1344,193,100,1402,207
873,500,1354,196,100,1406,204
874,500,1354,196,100,1416,204
875,500,1354,196,100,1424,204
876,500,1354,196,100,1428,204
877,500,1354,196,100,1436,204
878,500,1354,198,100,1438,202
879,500,1354,198,100,1442,202
880,500,1364,198,100,1446,202
881,500,1364,199,100,1450,201
882,500,1364,201,100,1455,199
883,500,1364,202,100,1459,198
884,500,1364,202,100,1461,198
885,500,1364,203,100,1462,197
886,500,1364,204,100,1472,196
887,500,1364,204,100,1481,196
888,500,1366,204,100,1487,196
889,500,1366,204,100,1494,196
890,500,1366,204,100,1500,196
891,500,1373,204,100,1503,196
892,500,1373,204,100,1506,196
893,500,1373,204,100,1510,196
894,500,1373,204,100,1518,196
895,500,1373,204,100,1518,196
896,500,1373,205,100,1522,195
897,500,1373,206,100,1525,194
898,500,1381,206,100,1531,194
899,500,1381,207,100,1536,193
900,500,1381,208,100,1544,192
901,500,1381,208,100,1551,192
902,500,1381,208,100,1555,192
903,500,1387,209,100,1562,191
904,500,1387,211,100,1562,189
905,500,1397,213,100,1566,187
906,500,1397,213,100,1569,187
907,500,1397,213,100,1574,187
908,500,1397,213,100,1583,187
909,500,1397,215,100,1591,185
910,500,1403,216,100,1597,184
911,500,1403,217,100,1603,183
912,500,1409,217,100,1609,183
913,500,1409,218,100,1617,182
914,500,1409,218,100,1624,182
915,500,1409,218,100,1630,182
916,500,1409,220,100,1636,180
917,500,1416,220,100,1639,180
918,500,1416,221,100,1645,179
919,500,1418,224,100,1651,176
920,500,1428,225,100,1659,175
921,500,1428,226,100,1659,174
922,500,1428,226,100,1666,174
923,500,1428,226,100,1671,174
924,500,1434,228,100,1671,172
925,500,1434,229,100,1676,171
926,500,1434,230,100,1679,170
927,500,1434,230,100,1684,170
928,500,1434,230,100,1690,170
929,500,1434,231,100,1693,169
930,500,1443,231,100,1701,169
931,500,1443,231,100,1706,169
932,500,1443,232,100,1707,168
933,500,1443,233,100,1711,167
934,500,1443,233,100,1715,167
935,500,1451,233,100,1720,167
936,500,1451,233,100,1723,167
937,500,1451,234,100,1726,166
938,500,1451,235,100,1729,165
939,500,1451,235,100,1736,165
940,500,1455,236,100,1740,164
941,500,1455,236,100,1744,164
942,500,1459,236,100,1747,164
943,500,1464,236,100,1750,164
944,500,1464,239,100,1751,161
945,500,1464,239,100,1755,161
946,500,1464,239,100,1761,161
947,500,1464,241,100,1763,159
948,500,1473,242,100,1768,158
949,500,1473,243,100,1773,157
950,500,1473,243,100,1779,157
951,500,1473,243,100,1787,157
952,500,1473,243,100,1793,157
953,500,1478,243,100,1802,157
954,500,1478,244,100,1811,156
955,500,1479,245,100,1817,155
956,500,1485,245,100,1822,155
957,500,1485,245,100,1828,155
958,500,1490,245,100,1833,155
959,500,1490,246,100,1837,154
960,500,1490,246,100,1841,154
961,500,1492,246,100,1844,154
962,500,1499,247,100,1845,153
963,500,1499,247,100,1850,153
