tick,scfa,lps,permeability,cellEpit,probioticArtificialAgent
531,38,0,325.9866773149317,100,0
532,38,0,325.9866773149317,100,0
533,38,0,325.9866773149317,100,0
534,38,0,325.9866773149317,100,0
535,38,0,325.9866773149317,100,0
536,38,0,325.9866773149317,100,0
537,38,0,325.9866773149317,100,0
538,38,0,325.9866773149317,100,0
539,38,0,325.9866773149317,100,0
540,38,0,325.9866773149317,100,0
541,38,0,325.9866773149317,100,0
542,38,0,325.9866773149317,100,0
543,38,0,325.9866773149317,100,0
544,38,0,325.9866773149317,100,0
545,38,0,325.9866773149317,100,0
546,38,0,325.9866773149317,100,0
547,38,0,325.9866773149317,100,0
548,38,0,325.9866773149317,100,0
549,38,0,325.9866773149317,100,0
550,38,0,325.9866773149317,100,0
551,38,0,325.9866773149317,100,0
552,38,0,325.9866773149317,100,0
553,38,0,325.9866773149317,100,0
554,38,0,325.9866773149317,100,0
555,38,0,325.9866773149317,100,0
556,38,0,325.9866773149317,100,0
557,38,0,325.9866773149317,100,0
558,38,0,325.9866773149317,100,0
559,38,0,325.9866773149317,100,0
560,38,0,325.9866773149317,100,0
561,38,0,325.9866773149317,100,0
562,38,0,325.9866773149317,100,0
563,38,0,325.9866773149317,100,0
564,38,0,325.9866773149317,100,0
565,38,0,325.9866773149317,100,0
566,38,0,325.9866773149317,100,0
567,38,0,325.9866773149317,100,0
568,38,0,325.9866773149317,100,0
569,38,0,325.9866773149317,100,0
570,38,0,325.9866773149317,100,0
571,38,0,325.9866773149317,100,0
572,38,0,325.9866773149317,100,0
573,38,0,325.9866773149317,100,0
574,38,0,325.9866773149317,100,0
575,38,0,325.9866773149317,100,0
576,38,0,325.9866773149317,100,0
577,38,0,325.9866773149317,100,0
578,38,0,325.9866773149317,100,0
579,38,0,325.9866773149317,100,0
580,38,0,325.9866773149317,100,0
581,38,0,325.9866773149317,100,0
582,38,0,325.9866773149317,100,0
583,38,0,325.9866773149317,100,0
584,38,0,325.9866773149317,100,0
585,38,0,325.9866773149317,100,0
586,38,0,325.9866773149317,100,0
587,38,0,325.9866773149317,100,0
588,38,0,325.9866773149317,100,0
589,38,0,325.9866773149317,100,0
590,38,0,325.9866773149317,100,0
591,38,0,325.9866773149317,100,0
592,38,0,325.9866773149317,100,0
593,38,0,325.9866773149317,100,0
594,38,0,325.9866773149317,100,0
595,38,0,325.9866773149317,100,0
596,38,0,325.9866773149317,100,0
597,38,0,325.9866773149317,100,0
598,38,0,325.9866773149317,100,0
599,38,0,325.9866773149317,100,0
600,38,0,325.9866773149317,100,0
601,38,0,325.9866773149317,100,0
602,38,0,325.9866773149317,100,0
603,38,0,325.9866773149317,100,0
604,38,0,325.9866773149317,100,0
605,38,0,325.9866773149317,100,0
606,38,0,325.9866773149317,100,0
607,38,0,325.9866773149317,100,0
608,38,0,325.9866773149317,100,0
609,38,0,325.9866773149317,100,0
610,38,0,325.9866773149317,100,0
611,38,0,325.9866773149317,100,0
612,38,0,325.9866773149317,100,0
613,38,0,325.9866773149317,100,0
614,38,0,325.9866773149317,100,0
615,38,0,325.9866773149317,100,0
616,38,0,325.9866773149317,100,0
617,38,0,325.9866773149317,100,0
618,38,0,325.9866773149317,100,0
619,38,0,325.9866773149317,100,0
620,38,0,325.9866773149317,100,0
621,38,0,325.9866773149317,100,0
622,38,0,325.9866773149317,100,0
623,38,0,325.9866773149317,100,0
624,38,0,325.9866773149317,100,0
625,38,0,325.9866773149317,100,0
626,38,0,325.9866773149317,100,0
627,38,0,325.9866773149317,100,0
628,38,0,325.9866773149317,100,0
629,38,0,325.9866773149317,100,0
630,38,0,325.9866773149317,100,0
631,38,0,325.9866773149317,100,0
632,38,0,325.9866773149317,100,0
633,38,0,325.9866773149317,100,0
634,38,0,325.9866773149317,100,0
635,38,0,325.9866773149317,100,0
636,38,0,325.9866773149317,100,0
637,38,0,325.9866773149317,100,0
638,38,0,325.9866773149317,100,0
639,38,0,325.9866773149317,100,0
640,38,0,325.9866773149317,100,0
641,38,0,325.9866773149317,100,0
642,38,0,325.9866773149317,100,0
643,38,0,325.9866773149317,100,0
644,38,0,325.9866773149317,100,0
645,38,0,325.9866773149317,100,0
646,38,0,325.9866773149317,100,0
647,38,0,325.9866773149317,100,0
648,38,0,325.9866773149317,100,0
649,38,0,325.9866773149317,100,0
650,38,0,325.9866773149317,100,0
651,38,0,325.9866773149317,100,0
652,38,0,325.9866773149317,100,0
653,38,0,325.9866773149317,100,0
654,38,0,325.9866773149317,100,0
655,38,0,325.9866773149317,100,0
656,38,0,325.9866773149317,100,0
657,38,0,325.9866773149317,100,0
658,38,0,325.9866773149317,100,0
659,38,0,325.9866773149317,100,0
660,38,0,325.9866773149317,100,0
661,38,0,325.9866773149317,100,0
662,38,0,325.9866773149317,100,0
663,38,0,325.9866773149317,100,0
664,38,0,325.9866773149317,100,0
665,38,0,325.9866773149317,100,0
666,38,0,325.9866773149317,100,0
667,38,0,325.9866773149317,100,0
668,38,0,325.9866773149317,100,0
669,38,0,325.9866773149317,100,0
670,38,0,325.9866773149317,100,0
671,38,0,325.9866773149317,100,0
672,38,0,325.9866773149317,100,0
673,38,0,325.9866773149317,100,0
674,38,0,325.9866773149317,100,0
675,38,0,325.9866773149317,100,0
676,38,0,325.9866773149317,100,0
677,38,0,325.9866773149317,100,0
678,38,0,325.9866773149317,100,0
679,38,0,325.9866773149317,100,0
680,38,0,325.9866773149317,100,0
681,38,0,325.9866773149317,100,0
682,38,0,325.9866773149317,100,0
683,38,0,325.9866773149317,100,0
684,38,0,325.9866773149317,100,0
685,38,0,325.9866773149317,100,0
686,38,0,325.9866773149317,100,0
687,38,0,325.9866773149317,100,0
688,38,0,325.9866773149317,100,0
689,38,0,325.9866773149317,100,0
690,38,0,325.9866773149317,100,0
691,38,0,325.9866773149317,100,0
692,38,0,325.9866773149317,100,0
693,38,0,325.9866773149317,100,0
694,38,0,325.9866773149317,100,0
695,38,0,325.9866773149317,100,0
696,38,0,325.9866773149317,100,0
697,38,0,325.9866773149317,100,0
698,38,0,325.9866773149317,100,0
699,38,0,325.9866773149317,100,0
700,38,0,325.9866773149317,100,0
701,38,0,325.9866773149317,100,0
702,38,0,325.9866773149317,100,0
703,38,0,325.9866773149317,100,0
704,38,0,325.9866773149317,100,0
705,38,0,325.9866773149317,100,0
706,38,0,325.9866773149317,100,0
707,38,0,325.9866773149317,100,0
708,38,0,325.9866773149317,100,0
709,38,0,325.9866773149317,100,0
710,38,0,325.9866773149317,100,0
711,38,0,325.9866773149317,100,0
712,38,0,325.9866773149317,100,0
713,38,0,325.9866773149317,100,0
714,38,0,325.9866773149317,100,0
715,38,0,325.9866773149317,100,0
716,38,0,325.9866773149317,100,0
717,38,0,325.9866773149317,100,0
718,38,0,325.9866773149317,100,0
719,38,0,325.9866773149317,100,0
720,38,0,325.9866773149317,100,0
721,38,0,325.9866773149317,100,0
722,38,0,325.9866773149317,100,0
723,38,0,325.9866773149317,100,0
724,38,0,325.9866773149317,100,0
725,38,0,325.9866773149317,100,0
726,38,0,325.9866773149317,100,0
727,38,0,325.9866773149317,100,0
728,38,0,325.9866773149317,100,0
729,38,0,325.9866773149317,100,0
730,38,0,325.9866773149317,100,0
731,38,0,325.9866773149317,100,0
732,38,0,325.9866773149317,100,0
733,38,0,325.9866773149317,100,0
734,38,0,325.9866773149317,100,0
735,38,0,325.9866773149317,100,0
736,38,0,325.9866773149317,100,0
737,38,0,325.9866773149317,100,0
738,38,0,325.9866773149317,100,0
739,38,0,325.9866773149317,100,0
740,38,0,325.9866773149317,100,0
741,38,0,325.9866773149317,100,0
742,38,0,325.9866773149317,100,0
743,38,0,325.9866773149317,100,0
744,38,0,325.9866773149317,100,0
745,38,0,325.9866773149317,100,0
746,38,0,325.9866773149317,100,0
747,38,0,325.9866773149317,100,0
748,38,0,325.9866773149317,100,0
749,38,0,325.9866773149317,100,0
750,38,0,325.9866773149317,100,0
751,38,0,325.9866773149317,100,0
752,38,0,325.9866773149317,100,0
753,38,0,325.9866773149317,100,0
754,38,0,325.9866773149317,100,0
755,38,0,325.9866773149317,100,0
756,38,0,325.9866773149317,100,0
757,38,0,325.9866773149317,100,0
758,38,0,325.9866773149317,100,0
759,38,0,325.9866773149317,100,0
760,38,0,325.9866773149317,100,0
761,38,0,325.9866773149317,100,0
762,38,0,325.9866773149317,100,0
763,38,0,325.9866773149317,100,0
764,38,0,325.9866773149317,100,0
765,38,0,325.9866773149317,100,0
766,38,0,325.9866773149317,100,0
767,38,0,325.9866773149317,100,0
768,38,0,325.9866773149317,100,0
769,38,0,325.9866773149317,100,0
770,38,0,325.9866773149317,100,0
771,38,0,325.9866773149317,100,0
772,38,0,325.9866773149317,100,0
773,38,0,325.9866773149317,100,0
774,38,0,325.9866773149317,100,0
775,38,0,325.9866773149317,100,0
776,38,0,325.9866773149317,100,0
777,38,0,325.9866773149317,100,0
778,38,0,325.9866773149317,100,0
779,38,0,325.9866773149317,100,0
