tick,scfa,lps_microbiota,permeability,cellEpit,lps_lumen,tnfAlfa,alfasin,nadh,alfasinucleina,ros,electron,oxygen
365,39,0,326.34592796970384,100,300,299,61,500,481,67,177,633
366,39,0,326.34592796970384,100,300,300,60,500,484,68,178,632
367,39,0,326.34592796970384,100,300,300,62,500,485,69,179,631
368,39,0,326.34592796970384,100,300,300,58,500,490,71,179,629
369,39,0,326.34592796970384,100,300,300,56,500,494,72,180,628
370,39,0,326.34592796970384,100,300,299,55,500,498,74,183,626
371,39,0,326.34592796970384,100,300,301,55,500,501,75,184,625
372,39,0,326.34592796970384,100,300,301,52,500,506,76,187,624
373,39,0,326.34592796970384,100,300,300,53,500,508,76,189,624
374,39,0,326.34592796970384,100,300,300,53,500,511,76,189,624
375,39,0,326.34592796970384,100,300,300,53,500,513,76,190,624
376,39,0,326.34592796970384,100,300,301,56,500,513,76,190,624
377,39,0,326.34592796970384,100,300,301,58,500,514,77,191,623
378,39,0,326.34592796970384,100,300,301,56,500,519,77,191,623
379,39,0,326.34592796970384,100,300,301,53,500,524,78,191,622
380,39,0,326.34592796970384,100,300,302,52,500,528,78,193,622
381,39,0,326.34592796970384,100,300,301,52,500,530,79,193,621
382,39,0,326.34592796970384,100,300,301,51,500,534,79,194,621
383,39,0,326.34592796970384,100,300,300,53,500,535,79,198,621
384,39,0,326.34592796970384,100,300,303,53,500,538,79,199,621
385,39,0,326.34592796970384,100,300,302,55,500,538,80,202,620
386,39,0,326.34592796970384,100,300,301,56,500,539,81,202,619
387,39,0,326.34592796970384,100,300,302,59,500,539,82,203,618
388,39,0,326.34592796970384,100,300,301,62,500,539,82,204,618
389,39,0,326.34592796970384,100,300,301,61,500,543,83,205,617
390,39,0,326.34592796970384,100,300,300,59,500,547,83,206,617
391,39,0,326.34592796970384,100,300,301,59,500,550,83,210,617
392,39,0,326.34592796970384,100,300,302,61,500,550,83,211,617
393,39,0,326.34592796970384,100,300,303,57,500,555,85,212,615
394,39,0,326.34592796970384,100,300,303,57,500,558,86,214,614
395,39,0,326.34592796970384,100,300,302,57,500,561,86,214,614
396,39,0,326.34592796970384,100,300,302,54,500,566,87,215,613
397,39,0,326.34592796970384,100,300,303,55,500,568,88,216,612
398,39,0,326.34592796970384,100,300,303,58,500,568,92,219,608
399,39,0,326.34592796970384,100,300,302,59,500,570,93,219,607
400,39,0,326.34592796970384,100,300,302,61,500,571,94,221,606
401,39,0,326.34592796970384,100,300,302,58,500,576,97,223,603
402,39,0,326.34592796970384,100,300,302,56,500,581,97,224,603
403,39,0,326.34592796970384,100,300,302,53,500,586,97,226,603
404,39,0,326.34592796970384,100,300,301,52,500,590,98,226,602
405,39,0,326.34592796970384,100,300,301,50,500,594,99,229,601
406,39,0,326.34592796970384,100,300,301,48,500,599,100,231,600
407,39,0,326.34592796970384,100,300,301,46,500,604,100,234,600
408,39,0,326.34592796970384,100,300,301,44,500,609,101,235,599
409,39,0,326.34592796970384,100,300,301,46,500,609,102,235,598
410,39,0,326.34592796970384,100,300,301,47,500,611,102,237,598
411,39,0,326.34592796970384,100,300,301,46,500,614,103,239,597
412,39,0,326.34592796970384,100,300,300,44,500,619,105,241,595
413,39,0,326.34592796970384,100,300,299,46,500,619,106,243,594
414,39,0,326.34592796970384,100,300,301,48,500,619,106,244,594
415,39,0,326.34592796970384,100,300,301,50,500,620,106,249,594
416,39,0,326.34592796970384,100,300,301,50,500,623,106,250,594
417,39,0,326.34592796970384,100,300,301,52,500,623,107,251,593
418,39,0,326.34592796970384,100,300,301,55,500,623,108,254,592
419,39,0,326.34592796970384,100,300,301,57,500,623,108,256,592
420,39,0,326.34592796970384,100,300,301,60,500,623,109,258,591
421,39,0,326.34592796970384,100,300,301,63,500,623,109,263,591
422,39,0,326.34592796970384,100,300,300,65,500,623,109,264,591
423,39,0,326.34592796970384,100,300,300,68,500,623,109,266,591
424,39,0,326.34592796970384,100,300,301,71,500,623,109,266,591
425,39,0,326.34592796970384,100,300,300,69,500,627,112,267,588
426,39,0,326.34592796970384,100,300,300,71,500,627,112,269,588
427,39,0,326.34592796970384,100,300,300,74,500,627,113,274,587
428,39,0,326.34592796970384,100,300,300,77,500,627,114,278,586
429,39,0,326.34592796970384,100,300,300,79,500,627,115,283,585
