tick,scfa,lps_microbiota,permeability,cellEpit,lps_lumen,tnfAlfa,alfasin,nadh,alfasinucleina,ros,electron,oxygen
439,38,0,326.34592796970384,100,300,401,47,500,44,0,0,700
440,38,0,326.34592796970384,100,300,400,48,500,44,0,0,700
441,38,0,326.34592796970384,100,300,399,49,500,44,0,0,700
442,38,0,326.34592796970384,100,300,400,50,500,44,0,0,700
443,38,0,326.34592796970384,100,300,399,50,500,45,0,0,700
444,38,0,326.34592796970384,100,300,400,47,500,49,0,0,700
445,38,0,326.34592796970384,100,300,402,48,500,49,0,0,700
446,38,0,326.34592796970384,100,300,402,49,500,49,0,0,700
447,38,0,326.34592796970384,100,300,402,50,500,49,0,0,700
448,38,0,326.34592796970384,100,300,403,51,500,49,0,0,700
449,38,0,326.34592796970384,100,300,403,49,500,52,0,0,700
450,38,0,326.34592796970384,100,300,399,50,500,52,0,1,700
451,38,0,326.34592796970384,100,300,397,49,500,54,0,2,700
452,38,0,326.34592796970384,100,300,402,50,500,54,0,2,700
453,38,0,326.34592796970384,100,300,401,49,500,56,0,3,700
454,38,0,326.34592796970384,100,300,403,50,500,56,0,3,700
455,38,0,326.34592796970384,100,300,403,50,500,57,0,4,700
456,38,0,326.34592796970384,100,300,401,49,500,59,0,4,700
457,38,0,326.34592796970384,100,300,403,50,500,59,0,4,700
458,38,0,326.34592796970384,100,300,404,48,500,62,0,4,700
459,38,0,326.34592796970384,100,300,403,49,500,62,0,4,700
460,38,0,326.34592796970384,100,300,403,50,500,62,0,4,700
461,38,0,326.34592796970384,100,300,404,49,500,64,0,4,700
462,38,0,326.34592796970384,100,300,403,50,500,64,0,4,700
463,38,0,326.34592796970384,100,300,405,50,500,65,0,4,700
464,38,0,326.34592796970384,100,300,402,47,500,69,0,4,700
465,38,0,326.34592796970384,100,300,404,48,500,69,0,5,700
466,38,0,326.34592796970384,100,300,403,49,500,69,0,5,700
467,38,0,326.34592796970384,100,300,402,50,500,69,0,5,700
468,38,0,326.34592796970384,100,300,402,50,500,70,0,5,700
469,38,0,326.34592796970384,100,300,402,50,500,71,0,6,700
470,38,0,326.34592796970384,100,300,403,46,500,76,0,6,700
471,38,0,326.34592796970384,100,300,403,47,500,76,0,6,700
472,38,0,326.34592796970384,100,300,403,48,500,76,0,6,700
473,38,0,326.34592796970384,100,300,404,49,500,76,0,6,700
474,38,0,326.34592796970384,100,300,405,50,500,76,0,6,700
475,38,0,326.34592796970384,100,300,403,51,500,76,0,6,700
476,38,0,326.34592796970384,100,300,405,50,500,78,0,6,700
477,38,0,326.34592796970384,100,300,404,46,500,83,0,6,700
478,38,0,326.34592796970384,100,300,402,47,500,83,0,6,700
479,38,0,326.34592796970384,100,300,403,48,500,83,0,6,700
480,38,0,326.34592796970384,100,300,403,49,500,83,0,6,700
481,38,0,326.34592796970384,100,300,404,50,500,83,0,6,700
482,38,0,326.34592796970384,100,300,404,46,500,88,0,6,700
483,38,0,326.34592796970384,100,300,403,47,500,88,0,6,700
484,38,0,326.34592796970384,100,300,402,48,500,88,0,6,700
485,38,0,326.34592796970384,100,300,400,49,500,88,0,9,700
486,38,0,326.34592796970384,100,300,401,50,500,88,0,9,700
487,38,0,326.34592796970384,100,300,402,51,500,88,0,10,700
488,38,0,326.34592796970384,100,300,402,48,500,92,0,10,700
489,38,0,326.34592796970384,100,300,401,49,500,92,1,9,699
490,38,0,326.34592796970384,100,300,404,50,500,92,1,9,699
491,38,0,326.34592796970384,100,300,402,48,500,95,1,10,699
492,38,0,326.34592796970384,100,300,402,49,500,95,1,11,699
493,38,0,326.34592796970384,100,300,402,50,500,95,1,12,699
494,38,0,326.34592796970384,100,300,402,47,500,99,1,12,699
495,38,0,326.34592796970384,100,300,403,48,500,99,1,12,699
496,38,0,326.34592796970384,100,300,401,49,500,99,1,13,699
497,38,0,326.34592796970384,100,300,401,50,500,99,1,13,699
498,38,0,326.34592796970384,100,300,400,50,500,100,1,13,699
499,38,0,326.34592796970384,100,300,399,48,500,103,1,13,699
500,38,0,326.34592796970384,100,300,400,49,500,104,1,13,699
501,38,0,326.34592796970384,100,300,402,50,500,103,1,14,699
502,38,0,326.34592796970384,100,300,402,51,500,103,2,14,698
503,38,0,326.34592796970384,100,300,402,48,500,107,2,14,698
504,38,0,326.34592796970384,100,300,403,49,500,107,2,14,698
505,38,0,326.34592796970384,100,300,404,50,500,107,2,14,698
506,38,0,326.34592796970384,100,300,405,48,500,110,2,14,698
507,38,0,326.34592796970384,100,300,404,49,500,110,2,16,698
508,38,0,326.34592796970384,100,300,405,50,500,110,2,16,698
509,38,0,326.34592796970384,100,300,404,48,500,113,3,16,697
510,38,0,326.34592796970384,100,300,404,49,500,113,3,17,697
511,38,0,326.34592796970384,100,300,405,50,500,113,3,17,697
512,38,0,326.34592796970384,100,300,407,46,500,118,3,17,697
513,38,0,326.34592796970384,100,300,406,47,500,118,3,17,697
514,38,0,326.34592796970384,100,300,406,48,500,118,4,18,696
515,38,0,326.34592796970384,100,300,405,49,500,118,4,18,696
516,38,0,326.34592796970384,100,300,406,50,500,118,4,20,696
517,38,0,326.34592796970384,100,300,405,47,500,122,4,23,696
518,38,0,326.34592796970384,100,300,405,48,500,122,4,24,696
519,38,0,326.34592796970384,100,300,404,49,500,122,4,26,696
520,38,0,326.34592796970384,100,300,404,50,500,122,6,28,694
521,38,0,326.34592796970384,100,300,404,46,500,127,6,28,694
522,38,0,326.34592796970384,100,300,405,47,500,127,7,29,693
523,38,0,326.34592796970384,100,300,404,48,500,127,7,29,693
524,38,0,326.34592796970384,100,300,404,49,500,127,7,29,693
525,38,0,326.34592796970384,100,300,406,50,500,127,7,29,693
526,38,0,326.34592796970384,100,300,404,50,500,128,7,32,693
527,38,0,326.34592796970384,100,300,405,49,500,130,8,32,692
528,38,0,326.34592796970384,100,300,405,50,500,130,8,32,692
529,38,0,326.34592796970384,100,300,404,50,500,131,9,34,691
530,38,0,326.34592796970384,100,300,402,48,500,134,9,35,691
531,38,0,326.34592796970384,100,300,403,49,500,134,9,35,691
532,38,0,326.34592796970384,100,300,403,50,500,134,9,35,691
533,38,0,326.34592796970384,100,300,403,51,500,134,9,36,691
534,38,0,326.34592796970384,100,300,403,48,500,138,9,37,691
535,38,0,326.34592796970384,100,300,402,49,500,138,9,38,691
536,38,0,326.34592796970384,100,300,402,50,500,138,9,38,691
537,38,0,326.34592796970384,100,300,399,48,500,141,9,39,691
538,38,0,326.34592796970384,100,300,400,49,500,141,9,39,691
539,38,0,326.34592796970384,100,300,400,50,500,141,9,39,691
540,38,0,326.34592796970384,100,300,401,49,500,145,9,40,691
541,38,0,326.34592796970384,100,300,402,50,500,143,9,41,691
542,38,0,326.34592796970384,100,300,404,50,500,144,9,41,691
543,38,0,326.34592796970384,100,300,405,46,500,149,9,41,691
544,38,0,326.34592796970384,100,300,403,47,500,149,9,41,691
545,38,0,326.34592796970384,100,300,402,48,500,149,10,42,690
546,38,0,326.34592796970384,100,300,403,49,500,150,10,42,690
547,38,0,326.34592796970384,100,300,403,50,500,150,10,42,690
548,38,0,326.34592796970384,100,300,404,47,500,153,10,42,690
549,38,0,326.34592796970384,100,300,403,48,500,153,12,43,688
550,38,0,326.34592796970384,100,300,404,49,500,153,12,44,688
551,38,0,326.34592796970384,100,300,402,50,500,153,12,44,688
552,38,0,326.34592796970384,100,300,402,50,500,154,13,44,687
553,38,0,326.34592796970384,100,300,401,48,500,157,13,44,687
554,38,0,326.34592796970384,100,300,403,49,500,157,14,44,686
555,38,0,326.34592796970384,100,300,403,50,500,157,14,45,686
556,38,0,326.34592796970384,100,300,403,49,500,159,14,45,686
557,38,0,326.34592796970384,100,300,404,50,500,159,14,45,686
558,38,0,326.34592796970384,100,300,404,47,500,163,14,45,686
559,38,0,326.34592796970384,100,300,403,48,500,163,14,46,686
560,38,0,326.34592796970384,100,300,403,49,500,163,15,47,685
561,38,0,326.34592796970384,100,300,401,50,500,163,15,48,685
562,38,0,326.34592796970384,100,300,403,48,500,166,15,48,685
563,38,0,326.34592796970384,100,300,403,49,500,166,16,48,684
564,38,0,326.34592796970384,100,300,403,50,500,166,16,51,684
565,38,0,326.34592796970384,100,300,404,47,500,170,16,51,684
566,38,0,326.34592796970384,100,300,404,48,500,170,16,51,684
567,38,0,326.34592796970384,100,300,404,49,500,170,16,51,684
568,38,0,326.34592796970384,100,300,402,50,500,170,16,53,684
569,38,0,326.34592796970384,100,300,404,46,500,175,17,56,683
570,38,0,326.34592796970384,100,300,404,47,500,175,17,56,683
571,38,0,326.34592796970384,100,300,401,48,500,175,17,57,683
572,38,0,326.34592796970384,100,300,400,49,500,175,17,59,683
573,38,0,326.34592796970384,100,300,398,50,500,175,17,61,683
574,38,0,326.34592796970384,100,300,402,49,500,177,18,62,682
575,38,0,326.34592796970384,100,300,403,50,500,177,18,63,682
576,38,0,326.34592796970384,100,300,402,48,500,180,18,63,682
577,38,0,326.34592796970384,100,300,402,49,500,180,20,64,680
578,38,0,326.34592796970384,100,300,403,50,500,180,20,64,680
579,38,0,326.34592796970384,100,300,402,50,500,181,20,66,680
580,38,0,326.34592796970384,100,300,400,47,500,185,20,66,680
581,38,0,326.34592796970384,100,300,401,48,500,185,21,67,679
582,38,0,326.34592796970384,100,300,402,49,500,185,21,67,679
583,38,0,326.34592796970384,100,300,401,50,500,185,21,67,679
584,38,0,326.34592796970384,100,300,402,50,500,186,21,67,679
585,38,0,326.34592796970384,100,300,399,47,500,190,23,67,677
586,38,0,326.34592796970384,100,300,400,48,500,190,23,67,677
587,38,0,326.34592796970384,100,300,401,49,500,190,25,67,675
588,38,0,326.34592796970384,100,300,403,50,500,190,25,68,675
589,38,0,326.34592796970384,100,300,402,50,500,191,25,69,675
590,38,0,326.34592796970384,100,300,402,46,500,196,25,68,675
591,38,0,326.34592796970384,100,300,401,47,500,196,27,69,673
592,38,0,326.34592796970384,100,300,400,48,500,196,27,68,673
593,38,0,326.34592796970384,100,300,400,49,500,196,27,69,673
594,38,0,326.34592796970384,100,300,399,50,500,196,28,69,672
595,38,0,326.34592796970384,100,300,400,51,500,196,28,69,672
596,38,0,326.34592796970384,100,300,399,52,500,196,28,69,672
597,38,0,326.34592796970384,100,300,400,50,500,199,28,69,672
598,38,0,326.34592796970384,100,300,401,49,500,201,28,70,672
599,38,0,326.34592796970384,100,300,400,50,500,201,28,73,672
600,38,0,326.34592796970384,100,300,402,48,500,204,28,73,672
601,38,0,326.34592796970384,100,300,402,49,500,204,29,73,671
602,38,0,326.34592796970384,100,300,402,50,500,204,29,73,671
603,38,0,326.34592796970384,100,300,402,51,500,204,30,73,670
604,38,0,326.34592796970384,100,300,403,47,500,209,30,73,670
605,38,0,326.34592796970384,100,300,402,48,500,209,30,74,670
606,38,0,326.34592796970384,100,300,403,49,500,209,30,76,670
607,38,0,326.34592796970384,100,300,404,50,500,209,30,77,670
608,38,0,326.34592796970384,100,300,404,50,500,210,31,78,669
609,38,0,326.34592796970384,100,300,403,50,500,211,31,78,669
610,38,0,326.34592796970384,100,300,404,50,500,212,32,78,668
611,38,0,326.34592796970384,100,300,403,48,500,215,33,79,667
612,38,0,326.34592796970384,100,300,403,49,500,215,33,80,667
613,38,0,326.34592796970384,100,300,403,50,500,215,33,80,667
614,38,0,326.34592796970384,100,300,402,50,500,216,33,80,667
615,38,0,326.34592796970384,100,300,403,46,500,221,33,80,667
616,38,0,326.34592796970384,100,300,403,47,500,221,33,81,667
617,38,0,326.34592796970384,100,300,402,48,500,221,33,81,667
618,38,0,326.34592796970384,100,300,402,49,500,221,33,82,667
619,38,0,326.34592796970384,100,300,402,50,500,221,34,82,666
620,38,0,326.34592796970384,100,300,402,51,500,221,34,82,666
621,38,0,326.34592796970384,100,300,402,50,500,223,34,83,666
622,38,0,326.34592796970384,100,300,403,46,500,228,35,83,665
623,38,0,326.34592796970384,100,300,402,47,500,228,35,83,665
624,38,0,326.34592796970384,100,300,402,48,500,228,35,84,665
625,38,0,326.34592796970384,100,300,402,49,500,228,35,85,665
626,38,0,326.34592796970384,100,300,401,50,500,228,35,85,665
627,38,0,326.34592796970384,100,300,400,47,500,232,35,85,665
628,38,0,326.34592796970384,100,300,400,48,500,232,36,86,664
629,38,0,326.34592796970384,100,300,400,49,500,232,36,86,664
630,38,0,326.34592796970384,100,300,401,50,500,232,38,87,662
631,38,0,326.34592796970384,100,300,401,50,500,233,38,87,662
632,38,0,326.34592796970384,100,300,402,47,500,237,38,88,662
633,38,0,326.34592796970384,100,300,401,48,500,237,41,93,659
634,38,0,326.34592796970384,100,300,401,49,500,237,43,95,657
635,38,0,326.34592796970384,100,300,400,50,500,237,43,96,657
636,38,0,326.34592796970384,100,300,400,49,500,239,44,97,656
637,38,0,326.34592796970384,100,300,401,50,500,239,46,98,654
638,38,0,326.34592796970384,100,300,400,48,500,242,47,98,653
639,38,0,326.34592796970384,100,300,400,49,500,243,48,99,652
640,38,0,326.34592796970384,100,300,400,50,500,242,48,99,652
641,38,0,326.34592796970384,100,300,400,46,500,247,48,99,652
642,38,0,326.34592796970384,100,300,398,47,500,248,49,99,651
643,38,0,326.34592796970384,100,300,402,48,500,248,50,100,650
644,38,0,326.34592796970384,100,300,402,49,500,248,51,101,649
645,38,0,326.34592796970384,100,300,402,50,500,248,51,102,649
646,38,0,326.34592796970384,100,300,402,50,500,249,51,103,649
647,38,0,326.34592796970384,100,300,402,51,500,249,51,103,649
648,38,0,326.34592796970384,100,300,402,52,500,250,52,104,648
649,38,0,326.34592796970384,100,300,402,50,500,254,52,103,648
650,38,0,326.34592796970384,100,300,400,50,500,256,52,103,648
651,38,0,326.34592796970384,100,300,400,50,500,258,53,103,647
652,38,0,326.34592796970384,100,300,400,50,500,260,53,104,647
653,38,0,326.34592796970384,100,300,401,50,500,262,53,105,647
654,38,0,326.34592796970384,100,300,400,47,500,267,54,106,646
655,38,0,326.34592796970384,100,300,398,49,500,267,54,108,646
656,38,0,326.34592796970384,100,300,401,48,500,270,54,109,646
657,38,0,326.34592796970384,100,300,401,50,500,270,54,111,646
658,38,0,326.34592796970384,100,300,401,51,500,271,55,111,645
659,38,0,326.34592796970384,100,300,400,51,500,273,55,112,645
660,38,0,326.34592796970384,100,300,399,51,500,275,56,112,644
661,38,0,326.34592796970384,100,300,400,52,500,276,57,113,643
662,38,0,326.34592796970384,100,300,401,49,500,281,57,113,643
663,38,0,326.34592796970384,100,300,402,48,500,284,58,117,642
664,38,0,326.34592796970384,100,300,399,50,500,284,58,118,642
665,38,0,326.34592796970384,100,300,402,52,500,284,58,118,642
666,38,0,326.34592796970384,100,300,400,52,500,286,59,120,641
667,38,0,326.34592796970384,100,300,399,53,500,286,61,124,639
668,38,0,326.34592796970384,100,300,400,54,500,287,61,123,639
669,38,0,326.34592796970384,100,300,401,55,500,288,62,126,638
670,38,0,326.34592796970384,100,300,402,52,500,293,62,129,638
671,38,0,326.34592796970384,100,300,401,52,500,295,63,130,637
672,38,0,326.34592796970384,100,300,401,52,500,297,63,132,637
673,38,0,326.34592796970384,100,300,403,51,500,300,66,133,634
674,38,0,326.34592796970384,100,300,404,52,500,302,67,135,633
675,38,0,326.34592796970384,100,300,406,52,500,303,68,138,632
676,38,0,326.34592796970384,100,300,406,49,500,309,70,139,630
677,38,0,326.34592796970384,100,300,405,47,500,313,70,140,630
678,38,0,326.34592796970384,100,300,406,49,500,313,70,143,630
679,38,0,326.34592796970384,100,300,405,48,500,316,71,143,629
680,38,0,326.34592796970384,100,300,406,50,500,316,72,144,628
681,38,0,326.34592796970384,100,300,407,52,500,316,74,146,626
682,38,0,326.34592796970384,100,300,408,52,500,318,74,147,626
683,38,0,326.34592796970384,100,300,407,54,500,318,74,148,626
684,38,0,326.34592796970384,100,300,404,51,500,323,74,149,626
685,38,0,326.34592796970384,100,300,406,49,500,327,74,150,626
686,38,0,326.34592796970384,100,300,406,46,500,331,75,151,625
687,38,0,326.34592796970384,100,300,406,48,500,331,75,153,625
688,38,0,326.34592796970384,100,300,405,50,500,331,75,154,625
689,38,0,326.34592796970384,100,300,407,48,500,335,77,155,623
690,38,0,326.34592796970384,100,300,407,50,500,336,77,157,623
691,38,0,326.34592796970384,100,300,407,48,500,340,77,160,623
692,38,0,326.34592796970384,100,300,406,50,500,339,77,161,623
693,38,0,326.34592796970384,100,300,408,47,500,345,77,162,623
694,38,0,326.34592796970384,100,300,406,49,500,344,77,163,623
695,38,0,326.34592796970384,100,300,406,50,500,346,77,164,623
696,38,0,326.34592796970384,100,300,407,50,500,348,77,164,623
697,38,0,326.34592796970384,100,300,409,51,500,349,77,165,623
698,38,0,326.34592796970384,100,300,408,51,500,351,77,165,623
699,38,0,326.34592796970384,100,300,409,48,500,355,77,167,623
700,38,0,326.34592796970384,100,300,409,50,500,355,77,168,623
701,38,0,326.34592796970384,100,300,407,50,500,357,77,168,623
702,38,0,326.34592796970384,100,300,407,51,500,358,77,170,623
703,38,0,326.34592796970384,100,300,410,52,500,359,79,172,621
704,38,0,326.34592796970384,100,300,408,49,500,364,82,175,618
705,38,0,326.34592796970384,100,300,407,50,500,365,82,175,618
706,38,0,326.34592796970384,100,300,408,51,500,366,82,176,618
707,38,0,326.34592796970384,100,300,408,50,500,369,82,176,618
708,38,0,326.34592796970384,100,300,408,50,500,371,82,177,618
709,38,0,326.34592796970384,100,300,409,52,500,371,84,178,616
710,38,0,326.34592796970384,100,300,409,53,500,372,86,179,614
711,38,0,326.34592796970384,100,300,408,52,500,375,86,179,614
712,38,0,326.34592796970384,100,300,409,52,500,377,86,180,614
713,38,0,326.34592796970384,100,300,409,51,500,380,86,181,614
714,38,0,326.34592796970384,100,300,409,52,500,382,86,184,614
715,38,0,326.34592796970384,100,300,408,50,500,386,86,184,614
716,38,0,326.34592796970384,100,300,408,50,500,388,86,186,614
717,38,0,326.34592796970384,100,300,406,48,500,392,86,187,614
718,38,0,326.34592796970384,100,300,407,50,500,392,86,188,614
719,38,0,326.34592796970384,100,300,406,49,500,394,86,189,614
720,38,0,326.34592796970384,100,300,406,48,500,397,86,189,614
721,38,0,326.34592796970384,100,300,406,50,500,397,89,190,611
722,38,0,326.34592796970384,100,300,408,52,500,397,90,193,610
723,38,0,326.34592796970384,100,300,407,52,500,399,91,195,609
724,38,0,326.34592796970384,100,300,407,51,500,402,91,195,609
725,38,0,326.34592796970384,100,300,407,53,500,404,91,196,609
726,38,0,326.34592796970384,100,300,405,50,500,409,93,197,607
727,38,0,326.34592796970384,100,300,405,51,500,410,93,198,607
728,38,0,326.34592796970384,100,300,407,53,500,408,93,199,607
729,38,0,326.34592796970384,100,300,408,53,500,410,94,200,606
730,38,0,326.34592796970384,100,300,407,51,500,414,94,203,606
731,38,0,326.34592796970384,100,300,406,49,500,418,96,205,604
732,38,0,326.34592796970384,100,300,406,48,500,421,96,205,604
733,38,0,326.34592796970384,100,300,404,50,500,421,96,208,604
734,38,0,326.34592796970384,100,300,403,48,500,425,97,209,603
735,38,0,326.34592796970384,100,300,404,50,500,425,97,211,603
736,38,0,326.34592796970384,100,300,404,51,500,426,97,213,603
737,38,0,326.34592796970384,100,300,404,49,500,430,97,217,603
738,38,0,326.34592796970384,100,300,406,48,500,433,99,219,601
739,38,0,326.34592796970384,100,300,405,50,500,433,99,219,601
740,38,0,326.34592796970384,100,300,405,51,500,434,100,220,600
741,38,0,326.34592796970384,100,300,405,51,500,436,102,221,598
742,38,0,326.34592796970384,100,300,405,50,500,439,102,225,598
743,38,0,326.34592796970384,100,300,404,49,500,442,102,226,598
744,38,0,326.34592796970384,100,300,404,51,500,442,102,227,598
745,38,0,326.34592796970384,100,300,405,51,500,444,103,228,597
746,38,0,326.34592796970384,100,300,405,53,500,444,104,228,596
747,38,0,326.34592796970384,100,300,406,50,500,449,104,229,596
748,38,0,326.34592796970384,100,300,406,47,500,454,104,231,596
749,38,0,326.34592796970384,100,300,406,49,500,454,104,232,596
750,38,0,326.34592796970384,100,300,404,50,500,455,104,233,596
751,38,0,326.34592796970384,100,300,404,52,500,455,104,234,596
752,38,0,326.34592796970384,100,300,404,51,500,458,106,234,594
753,38,0,326.34592796970384,100,300,404,52,500,459,106,237,594
754,38,0,326.34592796970384,100,300,405,54,500,459,106,239,594
755,38,0,326.34592796970384,100,300,404,51,500,464,108,244,592
756,38,0,326.34592796970384,100,300,405,53,500,464,108,245,592
757,38,0,326.34592796970384,100,300,405,54,500,465,108,249,592
758,38,0,326.34592796970384,100,300,404,53,500,468,108,249,592
759,38,0,326.34592796970384,100,300,404,52,500,471,108,249,592
760,38,0,326.34592796970384,100,300,403,50,500,475,108,251,592
761,38,0,326.34592796970384,100,300,404,51,500,476,108,252,592
762,38,0,326.34592796970384,100,300,404,50,500,479,108,257,592
763,38,0,326.34592796970384,100,300,404,51,500,480,108,259,592
764,38,0,326.34592796970384,100,300,404,52,500,481,108,259,592
765,38,0,326.34592796970384,100,300,403,49,500,486,108,259,592
766,38,0,326.34592796970384,100,300,403,51,500,486,108,259,592
767,38,0,326.34592796970384,100,300,402,49,500,490,108,262,592
768,38,0,326.34592796970384,100,300,401,48,500,493,110,262,590
769,38,0,326.34592796970384,100,300,402,50,500,493,110,263,590
770,38,0,326.34592796970384,100,300,404,49,500,496,110,265,590
771,38,0,326.34592796970384,100,300,403,51,500,496,111,265,589
772,38,0,326.34592796970384,100,300,404,53,500,496,113,268,587
773,38,0,326.34592796970384,100,300,404,51,500,500,113,273,587
774,38,0,326.34592796970384,100,300,404,48,500,505,113,276,587
775,38,0,326.34592796970384,100,300,406,50,500,505,114,277,586
776,38,0,326.34592796970384,100,300,403,51,500,506,114,279,586
777,38,0,326.34592796970384,100,300,404,53,500,506,115,280,585
778,38,0,326.34592796970384,100,300,405,53,500,508,115,280,585
779,38,0,326.34592796970384,100,300,406,50,500,513,116,280,584
780,38,0,326.34592796970384,100,300,406,51,500,515,116,282,584
781,38,0,326.34592796970384,100,300,406,49,500,519,116,283,584
782,38,0,326.34592796970384,100,300,405,50,500,520,116,283,584
783,38,0,326.34592796970384,100,300,404,49,500,522,116,284,584
784,38,0,326.34592796970384,100,300,403,51,500,523,118,285,582
785,38,0,326.34592796970384,100,300,404,48,500,528,118,287,582
786,38,0,326.34592796970384,100,300,404,50,500,528,119,289,581
787,38,0,326.34592796970384,100,300,404,47,500,533,119,293,581
788,38,0,326.34592796970384,100,300,402,49,500,533,120,293,580
789,38,0,326.34592796970384,100,300,404,51,500,532,120,294,580
790,38,0,326.34592796970384,100,300,403,49,500,536,121,299,579
791,38,0,326.34592796970384,100,300,401,50,500,537,121,299,579
792,38,0,326.34592796970384,100,300,400,49,500,541,121,303,579
793,38,0,326.34592796970384,100,300,402,50,500,542,121,303,579
794,38,0,326.34592796970384,100,300,403,48,500,546,121,304,579
795,38,0,326.34592796970384,100,300,402,50,500,546,121,306,579
796,38,0,326.34592796970384,100,300,400,47,500,551,123,307,577
797,38,0,326.34592796970384,100,300,404,49,500,551,124,309,576
798,38,0,326.34592796970384,100,300,403,47,500,555,124,310,576
799,38,0,326.34592796970384,100,300,404,49,500,555,124,313,576
800,38,0,326.34592796970384,100,300,405,51,500,555,125,314,575
801,38,0,326.34592796970384,100,300,404,53,500,555,125,317,575
802,38,0,326.34592796970384,100,300,403,51,500,559,127,317,573
803,38,0,326.34592796970384,100,300,403,49,500,562,127,317,573
804,38,0,326.34592796970384,100,300,403,46,500,568,128,320,572
805,38,0,326.34592796970384,100,300,403,48,500,568,128,321,572
806,38,0,326.34592796970384,100,300,405,50,500,568,129,323,571
807,38,0,326.34592796970384,100,300,404,47,500,573,130,329,570
808,38,0,326.34592796970384,100,300,403,49,500,573,131,331,569
809,38,0,326.34592796970384,100,300,403,49,500,575,131,334,569
810,38,0,326.34592796970384,100,300,404,51,500,574,131,338,569
811,38,0,326.34592796970384,100,300,404,50,500,577,131,340,569
812,38,0,326.34592796970384,100,300,404,49,500,581,131,342,569
813,38,0,326.34592796970384,100,300,403,47,500,584,132,347,568
814,38,0,326.34592796970384,100,300,402,49,500,585,132,353,568
815,38,0,326.34592796970384,100,300,403,50,500,586,133,356,567
816,38,0,326.34592796970384,100,300,404,51,500,587,133,358,567
817,38,0,326.34592796970384,100,300,403,53,500,587,134,359,566
818,38,0,326.34592796970384,100,300,403,54,500,588,135,363,565
819,38,0,326.34592796970384,100,300,404,55,500,589,136,363,564
820,38,0,326.34592796970384,100,300,404,54,500,592,136,365,564
821,38,0,326.34592796970384,100,300,403,55,500,593,136,367,564
822,38,0,326.34592796970384,100,300,402,56,500,594,137,371,563
823,38,0,326.34592796970384,100,300,406,55,500,597,137,373,563
824,38,0,326.34592796970384,100,300,406,56,500,598,137,377,563
825,38,0,326.34592796970384,100,300,404,58,500,598,137,378,563
826,38,0,326.34592796970384,100,300,406,60,500,598,137,383,563
827,38,0,326.34592796970384,100,300,406,61,500,599,137,384,563
828,38,0,326.34592796970384,100,300,408,59,500,603,137,387,563
829,38,0,326.34592796970384,100,300,407,61,500,603,137,387,563
830,38,0,326.34592796970384,100,300,406,61,500,605,138,389,562
831,38,0,326.34592796970384,100,300,405,62,500,606,138,392,562
832,38,0,326.34592796970384,100,300,404,62,500,608,139,395,561
833,38,0,326.34592796970384,100,300,404,63,500,609,139,397,561
834,38,0,326.34592796970384,100,300,405,64,500,610,139,400,561
835,38,0,326.34592796970384,100,300,405,63,500,613,139,403,561
836,38,0,326.34592796970384,100,300,406,65,500,613,139,405,561
837,38,0,326.34592796970384,100,300,405,67,500,613,139,405,561
838,38,0,326.34592796970384,100,300,406,69,500,613,139,409,561
839,38,0,326.34592796970384,100,300,407,71,500,613,139,412,561
840,38,0,326.34592796970384,100,300,408,73,500,613,140,415,560
841,38,0,326.34592796970384,100,300,405,75,500,613,141,416,559
842,38,0,326.34592796970384,100,300,405,77,500,613,141,417,559
843,38,0,326.34592796970384,100,300,403,79,500,613,142,420,558
844,38,0,326.34592796970384,100,300,405,81,500,613,142,421,558
845,38,0,326.34592796970384,100,300,405,83,500,613,143,422,557
846,38,0,326.34592796970384,100,300,404,80,500,618,143,423,557
847,38,0,326.34592796970384,100,300,405,82,500,618,144,424,556
848,38,0,326.34592796970384,100,300,404,84,500,618,144,425,556
849,38,0,326.34592796970384,100,300,403,86,500,618,144,425,556
850,38,0,326.34592796970384,100,300,403,88,500,618,144,427,556
851,38,0,326.34592796970384,100,300,403,90,500,618,145,428,555
852,38,0,326.34592796970384,100,300,402,92,500,618,145,430,555
853,38,0,326.34592796970384,100,300,403,94,500,618,146,432,554
854,38,0,326.34592796970384,100,300,402,96,500,618,146,434,554
855,38,0,326.34592796970384,100,300,402,98,500,618,146,436,554
856,38,0,326.34592796970384,100,300,402,100,500,618,147,436,553
857,38,0,326.34592796970384,100,300,402,102,500,618,147,438,553
858,38,0,326.34592796970384,100,300,402,104,500,618,148,438,552
859,38,0,326.34592796970384,100,300,402,106,500,618,148,438,552
860,38,0,326.34592796970384,100,300,402,108,500,618,149,439,551
861,38,0,326.34592796970384,100,300,403,110,500,618,149,442,551
862,38,0,326.34592796970384,100,300,404,112,500,618,149,443,551
863,38,0,326.34592796970384,100,300,404,114,500,618,150,443,550
864,38,0,326.34592796970384,100,300,404,116,500,618,152,443,548
865,38,0,326.34592796970384,100,300,404,118,500,618,152,445,548
866,38,0,326.34592796970384,100,300,404,120,500,618,152,446,548
867,38,0,326.34592796970384,100,300,402,122,500,618,153,448,547
868,38,0,326.34592796970384,100,300,402,124,500,618,153,449,547
869,38,0,326.34592796970384,100,300,403,126,500,618,154,451,546
870,38,0,326.34592796970384,100,300,402,128,500,618,155,451,545
871,38,0,326.34592796970384,100,300,403,130,500,618,156,452,544
872,38,0,326.34592796970384,100,300,403,132,500,618,157,454,543
873,38,0,326.34592796970384,100,300,400,134,500,618,157,457,543
